topic,count,mean,std,keywords,summary
27,19,0.3157894736842105,3.4968657645724113,"australia, tasmania, mining, concerns, scrutiny, could, about, australian, environmental, western",australia tasmania mining concerns scrutiny
28,18,0.5555555555555556,0.9217771979249535,"unilever, emissions, commitment, various, sustainability, reducing, materials, used, reflects, focuses",unilever emissions commitment various sustainability
29,18,2.888888888888889,2.698341296358559,"australia, energy, renewable, australian, clean, policy, also, for, initiative, technologies",australia energy renewable australian clean
30,18,0.7222222222222222,1.487420014875958,"solar, energy, renewable, panels, traditional, panel, used, alter, for, production",solar energy renewable panels traditional
31,17,0.5294117647058824,1.2307338795828044,"earth, rare, elements, itself, mining, rees, importance, of, on, direct",earth rare elements itself mining
32,17,0.29411764705882354,0.8488746876271653,"mercury, gold, small, scale, it, mining, while, primarily, unlikely, consumption",mercury gold small scale it
33,17,-0.5882352941176471,1.6605279103876789,"uganda, global, scale, mining, activities, region, since, environmental, protection, degradation",uganda global scale mining activities
34,17,2.411764705882353,2.265469695488437,"ai, intelligence, efficiency, positive, sustainability, improved, enhance, more, integration, planet",ai intelligence efficiency positive sustainability
35,16,1.9375,2.619637379485947,"canal, panama, routes, logistics, transportation, suez, shipping, delays, global, disruptions",canal panama routes logistics transportation
36,16,0.0,0.0,"wastewater, treatment, management, sludge, it, does, minimal, coral, reefs, or",wastewater treatment management sludge it
37,16,3.25,1.4375905768565218,"trucks, electric, truck, represents, battery, emission, positive, introduction, logistics, vehicles",trucks electric truck represents battery
38,15,-0.13333333333333333,1.5522640914238175,"fire, wildfire, suppressants, wildfires, incident, metals, safety, consumption, temporary, or",fire wildfire suppressants wildfires incident
39,15,3.0,2.53546276418555,"bmw, group, vehicle, commitment, electric, automotive, initiative, batteries, demand, for",bmw group vehicle commitment electric
40,15,4.066666666666666,1.4375905768565218,"fortescue, liebherr, partnership, develop, between, perception, zero, enhance, group, equipment",fortescue liebherr partnership develop between
41,15,0.0,1.647508942095828,"nigeria, mining, operators, global, focus, issues, on, relations, not, concerns",nigeria mining operators global focus
42,14,2.9285714285714284,1.2066664642907567,"represents, advancement, emission, trucks, truck, zero, haul, industry, limited, perception",represents advancement emission trucks truck
43,13,4.615384615384615,2.8442474557857285,"border, carbon, mechanism, adjustment, cbam, costs, producers, eu, implementation, union",border carbon mechanism adjustment cbam
44,13,2.1538461538461537,2.4781092875467863,"deforestation, regulation, eu, compliance, sourcing, eudr, costs, those, regions, producers",deforestation regulation eu compliance sourcing
45,13,0.0,0.0,"unlikely, connection, relevance, primarily, such, relate, consumption, issues, have, event",unlikely connection relevance primarily such
46,13,0.6153846153846154,3.1235252930639534,"papua, guinea, new, mining, geothermal, mineral, scale, policy, in, management",papua guinea new mining geothermal
47,13,0.38461538461538464,1.3867504905630728,"construction, materials, building, traditional, industry, while, effect, is, on, therefore",construction materials building traditional industry
48,12,4.666666666666667,3.6265017787828473,"act, net, zero, clean, industry, systems, technologies, energy, encourage, overall",act net zero clean industry
49,12,0.5,1.7837651700316894,"scope, emissions, companies, their, chains, reduce, on, long, costs, goals",scope emissions companies their chains
50,12,2.4166666666666665,3.3154825052206567,"germany, german, diligence, companies, costs, affects, corporate, operating, compliance, act",germany german diligence companies costs
51,12,0.4166666666666667,2.7122058561364044,"japan, resource, diplomacy, suitability, zijin, approach, secure, stable, strategy, proactive",japan resource diplomacy suitability zijin
52,12,0.9166666666666666,2.391588796113782,"resilience, chain, nor, proactive, supply, does, vulnerabilities, discussions, chains, addressing",resilience chain nor proactive supply
53,12,3.4166666666666665,3.941811612428832,"labor, uyghur, forced, prevention, act, chain, critical, china, uflpa, situation",labor uyghur forced prevention act
54,12,0.16666666666666666,0.5773502691896258,"walmart, emissions, achievement, reducing, responsibility, step, greenhouse, corporate, gas, gigaton",walmart emissions achievement reducing responsibility
55,11,0.0,0.0,"microbial, bioremediation, remediation, heavy, influence, techniques, contaminated, related, pollution, minimal",microbial bioremediation remediation heavy influence
56,11,0.45454545454545453,1.507556722888818,"karnataka, industrial, policy, new, announcement, activity, biofuel, draft, attracting, creation",karnataka industrial policy new announcement
57,10,0.1,1.1972189997378648,"lithium, serbia, since, mining, protests, environmental, concerns, direct, indirectly, suspension",lithium serbia since mining protests
58,10,0.0,0.0,"tesco, initiative, sustainability, emissions, achieving, it, retail, towards, reducing, broader",tesco initiative sustainability emissions achieving
59,10,0.8,1.7511900715418263,"blockchain, transparency, technology, chain, pilot, improve, addresses, ethical, management, sourced",blockchain transparency technology chain pilot
60,9,0.0,0.0,"mcdonald, food, responsibility, footprint, carbon, focuses, primarily, corporate, consumption, fast",mcdonald food responsibility footprint carbon
61,9,5.222222222222222,1.7873008824606011,"india, ev, ion, vehicles, electric, evs, key, used, component, lithium",india ev ion vehicles electric
62,9,3.5555555555555554,4.977728174356026,"pit, open, philippines, ban, pushback, groups, decrease, lifting, positive, negative",pit open philippines ban pushback
63,9,0.3333333333333333,1.0,"namibia, leone, sierra, sand, mining, balancing, environmental, or, debmarine, protocol",namibia leone sierra sand mining
64,9,-0.5555555555555556,1.6666666666666667,"bauxite, aluminum, since, jamaica, broader, pertains, mining, well, rather, than",bauxite aluminum since jamaica broader
65,9,0.0,0.0,"fashion, group, industry, dbs, initiative, apparel, textile, decarbonizing, increasingly, sustainability",fashion group industry dbs initiative
66,8,0.0,0.0,"ikea, housing, emissions, initiative, step, net, zero, its, homes, it",ikea housing emissions initiative step
67,8,-0.625,1.7677669529663689,"adani, coal, mine, mining, since, involve, scrutiny, pertains, concerns, raise",adani coal mine mining since
68,8,0.0,0.0,"solar, panel, ethical, china, panels, primarily, effects, indirect, forced, renewable",solar panel ethical china panels
69,8,3.75,3.011881234615431,"directive, csddd, diligence, corporate, sustainability, companies, due, european, responsibly, compliance",directive csddd diligence corporate sustainability
70,8,0.0,0.0,"nestle, nestlé, bioenergy, timber, consumption, deforestation, relate, unlikely, it, primarily",nestle nestlé bioenergy timber consumption
71,8,0.625,1.1877349391654208,"goa, global, region, scale, challenges, mining, broadly, large, in, specific",goa global region scale challenges
72,7,0.5714285714285714,8.017837257372731,"cotabato, pit, open, south, tampakan, ban, complete, decision, city, opposition",cotabato pit open south tampakan
73,7,0.42857142857142855,1.618347187425374,"myanmar, illegal, degradation, political, activists, mining, activities, earth, rare, coup",myanmar illegal degradation political activists
74,7,2.142857142857143,2.6726124191242437,"ethiopia, sudan, africa, activity, industrial, resource, privatize, that, readiness, rwanda",ethiopia sudan africa activity industrial
75,7,0.7142857142857143,3.450327796711771,"electric, about, vehicle, relation, driven, scrutiny, challenges, regulatory, vehicles, mineral",electric about vehicle relation driven
76,7,5.428571428571429,1.1338934190276817,"bevs, battery, vehicles, electric, market, anticipates, drastically, require, so, positive",bevs battery vehicles electric market
77,7,0.8571428571428571,1.4638501094227998,"samsung, electronics, renewable, commitment, energy, short, term, achieving, company, goals",samsung electronics renewable commitment energy
78,6,-0.8333333333333334,2.0412414523193148,"lithium, extraction, mining, well, pressures, associated, underscores, resource, since, attitudes",lithium extraction mining well pressures
79,6,0.0,3.1622776601683795,"ethical, human, rights, sourcing, key, renewable, report, particularly, batteries, energy",ethical human rights sourcing key
80,6,0.0,0.0,"gold, closer, community, warrants, reflecting, pertains, specifically, zero, since, pressures",gold closer community warrants reflecting
81,6,0.0,0.0,"waste, battery, management, disposal, better, safety, move, improperly, disposed, christchurch",waste battery management disposal better
82,6,1.8333333333333333,5.52871293039046,"indonesia, vehicle, electric, negative, impacts, driven, strong, grabs, straightforward, due",indonesia vehicle electric negative impacts
83,5,-0.8,1.0954451150103321,"teck, imposed, fine, chromite, underscores, coal, pertains, similar, limited, violating",teck imposed fine chromite underscores
84,5,1.0,3.4641016151377544,"smelters, compliance, partial, combustible, sulphur, construction, safety, costs, pollutant, register",smelters compliance partial combustible sulphur
85,5,1.6,2.3021728866442674,"canada, emitters, pricing, local, resource, communities, royalties, manitoba, carbon, costs",canada emitters pricing local resource
86,5,1.6,2.3021728866442674,"jharkhand, reassessment, open, odisha, ore, iron, pit, from, petitions, ban",jharkhand reassessment open odisha ore
