제목,날짜,요약,이벤트,score,reason,topic,count,mean,std
Major Russia polluter begins shutting down harmful smelting works near Murmansk,2019. 11. 22.,"Publish date: November 22, 2019. Shortcuts on this page. Shortcuts on this page. News. Major Russia polluter begins shutting down harmful smelting works...","On November 22, 2019, a major polluter in Russia initiated the process of shutting down harmful smelting operations near Murmansk. This action reflects increasing regulatory measures aimed at reducing environmental pollution from industrial activities and aligns with broader policies targeted at improving environmental standards in the country.",0,"The shutdown of harmful smelting operations may lead to a temporary reduction in nickel production capacity, which could create supply concerns in the market. However, the long-term benefits of improved environmental standards may not significantly disrupt overall nickel supply or demand. The event is more focused on environmental regulation rather than immediate supply disruptions, leading to a minimal impact on nickel prices. 

Score: 0",1,27,0.9259259259259259,2.0367003088692623
Q&A: making nickel mining greener with Nornickel,2020. 1. 9.,"We speak to Norilsk about the steps it has taken to reduce emissions at its operations on the Russia-Norway border, in collaboration with the UN.","On January 9, 2020, notable events regarding nickel production in Russia included discussions between Norilsk Nickel (Nornickel) and the United Nations about measures aimed at reducing emissions from nickel mining operations. This reflects a broader effort within the industry to address environmental concerns associated with mining activities, particularly in regions like the Russia-Norway border where the company operates.",0,"The discussions between Norilsk Nickel and the United Nations regarding emissions reduction reflect a proactive approach to environmental concerns, which may lead to increased operational costs or regulatory compliance for nickel production. However, this event does not indicate immediate supply disruptions or significant changes in production levels that would directly impact global nickel prices. The focus on sustainability may have long-term implications, but in the short term, the impact on prices is likely minimal compared to more pressing supply disruption events. 

Score: 0",1,27,0.9259259259259259,2.0367003088692623
Norilsk Nickel says it is entering new era of real-time mine control and connectivity,2020. 4. 10.,"Russia's MMC Norilsk Nickel, the world's largest refined nickel and palladium producer, has released its annual Sustainable Development report for 2019.","On April 10, 2020, MMC Norilsk Nickel, a leading producer of nickel and palladium, announced the release of its annual Sustainable Development report for 2019. The report signifies the company's progress and commitment to real-time mine control and connectivity, marking a new era in its operational practices. This move highlights the company's focus on sustainability and technology integration within the mining sector.",0,"The release of MMC Norilsk Nickel's Sustainable Development report indicates a positive step towards operational efficiency and sustainability, but it does not directly address supply disruptions or geopolitical tensions that typically influence nickel prices. As such, the impact on global nickel prices is minimal compared to more significant events related to supply concerns. 

Score: 0",1,27,0.9259259259259259,2.0367003088692623
State of emergency declared after diesel spill in Siberia,2020. 6. 3.,Some 20000 tons of diesel has spilled into the Ambarnaya River in Siberia. Russian President Vladimir Putin has expressed his fury over the handling of the...,"On June 3, 2020, a state of emergency was declared in response to a significant diesel spill in the Ambarnaya River in Siberia, where approximately 20,000 tons of diesel had leaked. This incident prompted Russian President Vladimir Putin to express his anger over the management of the situation.",0,"The diesel spill incident primarily relates to environmental concerns and management issues rather than directly impacting nickel production or exports. While it may raise awareness about regulatory practices in Russia, it does not significantly affect the supply or demand dynamics of nickel in the global market. Therefore, its impact on nickel prices is minimal.  
Score: 0",-1,31,1.2580645161290323,2.954857491605801
Massive Thermal Plant Fuel Leak Pollutes Siberian River,2020. 6. 2.,Local authorities in Siberia have declared a state of emergency after 20000 metric tons of diesel fuel seeped into a river sparking concerns from...,"On June 2, 2020, local authorities in Siberia declared a state of emergency due to a massive leak of diesel fuel from a thermal power plant, which resulted in approximately 20,000 metric tons of fuel contaminating a river. This incident raised significant environmental concerns and highlighted the regulatory challenges related to industrial operations in Russia, particularly in a region that is also known for its natural resources, including nickel.",0,"The diesel fuel leak incident raised environmental concerns and highlighted regulatory challenges, but it did not directly impact nickel production or exports. While it may have implications for industrial operations in the region, the event is unlikely to cause significant disruptions to nickel supply or demand. Therefore, its impact on global nickel prices is minimal compared to more direct supply disruption events. 

Score: 0",-1,31,1.2580645161290323,2.954857491605801
Oil Spill in Siberia: Are We Prepared for Permafrost Thaw?,2020. 6. 11.,"The spill started on May 29, when an oil tank collapsed near the city of Norilsk, most likely due to the thawing permafrost in the area.","On June 11, 2020, significant concerns were raised regarding environmental policies and regulations in Russia, particularly in the wake of an oil spill that occurred on May 29, 2020. The incident involved an oil tank collapse near the city of Norilsk, which was attributed to the thawing permafrost in the region. This event prompted discussions about the preparedness of Russia's infrastructure and policies to handle environmental disasters exacerbated by climate change, specifically the impact of thawing permafrost on industrial operations.",0,"The environmental concerns raised by the oil spill incident could lead to stricter regulations on industrial operations, including nickel production, which may affect supply. However, the immediate impact on nickel prices is likely to be limited compared to more direct supply disruption events. The discussions around infrastructure preparedness and climate change do not directly translate to immediate market reactions or significant price changes. Therefore, the impact is minimal relative to other significant events in this category.  
Score: 0",3,11,0.09090909090909091,1.4459976109624424
Russian Mayor Charged Over Failure to Contain Arctic Spill,2020. 6. 11.,The mayor of Russia's Arctic city of Norilsk has been charged with negligence over his response to a spill that dumped thousands of tons of diesel fuel into...,"On June 11, 2020, the mayor of Norilsk, an Arctic city in Russia, faced charges of negligence due to his ineffective response to a significant diesel fuel spill. This incident raised concerns over environmental regulations and highlighted the potential impact of local governance on ecological disasters.",0,"The incident involving the mayor of Norilsk and the diesel fuel spill raises concerns about environmental regulations and governance, which could indirectly affect nickel production in the region. However, the immediate impact on nickel prices is likely minimal compared to more direct supply disruptions or geopolitical tensions. The event does not suggest a significant change in nickel supply or demand dynamics, nor does it indicate a major shift in market perceptions that would lead to substantial price fluctuations. Therefore, the score reflects a limited impact on global nickel prices.  
Score: 0",3,11,0.09090909090909091,1.4459976109624424
Officials in Siberia have warned fuel spill could take years to clean up | Oil spills,2020. 6. 10.,More than 21000 tonnes of fuel was released when a fuel reservoir collapsed last month.,"On June 10, 2020, officials in Siberia reported that a significant fuel spill, which resulted from the collapse of a fuel reservoir, could take years to fully clean up. Over 21,000 tonnes of fuel were released, prompting concerns about the environmental impact and the lengthy remediation process required.",0,"The fuel spill incident raises concerns about environmental regulations and potential disruptions in operations for nickel producers in the region. However, the direct impact on nickel production and exports is less significant compared to major geopolitical events or supply disruptions. The lengthy cleanup process may lead to some localized production issues, but it is unlikely to cause a substantial shift in global nickel prices. Therefore, the impact is minimal.  
Score: 0",-1,31,1.2580645161290323,2.954857491605801
Vladimir Putin declares state of emergency in Arctic region over Norilsk fuel spill,2020. 6. 4.,Russian President Vladimir Putin declares a state of emergency in Siberia after about 21000 tonnes of diesel fuel from a power plant storage facility spills...,"On June 4, 2020, Russian President Vladimir Putin declared a state of emergency in the Arctic region of Siberia in response to a significant environmental disaster, where approximately 21,000 tonnes of diesel fuel leaked from a storage facility owned by a power plant. This spill raised concerns about its impact on local wildlife and ecosystems, leading to urgent calls for regulatory measures and government intervention.",0,"The declaration of a state of emergency due to an environmental disaster primarily focuses on ecological concerns rather than directly impacting nickel production or exports. While it may lead to increased regulatory scrutiny and potential disruptions in the region, the immediate effect on nickel supply and global prices is likely minimal compared to more significant geopolitical events. Therefore, the impact on nickel prices is assessed as low.  
Score: 0",3,11,0.09090909090909091,1.4459976109624424
Russia Says Has Removed Fuel From River Hit by Arctic Spill,2020. 6. 17.,"Russia has finished clearing fuel from the surface of a river hit by a massive diesel spill in the Arctic region, but the full clean-up could take years,...","On June 17, 2020, Russia announced that it had completed the removal of fuel from the surface of a river affected by a significant diesel spill in the Arctic region. The statement emphasized that, while the immediate clearing of the river was finished, the comprehensive clean-up process would likely take several years to fully resolve the environmental impact of the spill.",0,"The event primarily concerns an environmental issue rather than a direct policy or regulation affecting nickel production or exports. While environmental concerns can have long-term implications for mining operations, the immediate impact on nickel prices is likely minimal, as the event does not suggest any disruption to nickel supply or changes in demand. Therefore, it does not significantly influence market perceptions or reactions regarding nickel prices. 

Score: 0",-1,31,1.2580645161290323,2.954857491605801
Could the ‘Norilsk Disaster’ Be the Harbinger of a Looming Catastrophe in the Russian Arctic? (Part One),2020. 6. 29.,"On May 29, the Norilsk-based CHPP-3 combined heat and power plant, owned by the Norilsk-Taimyr Energy Company (a member of the Norilsk Nickel Group...","On June 29, 2020, the following event related to policies and regulations in Russia's nickel sector was highlighted: The article discusses the implications of the Norilsk disaster, emphasizing concerns over the potential environmental and regulatory impacts in the Russian Arctic region, particularly regarding the operations of Norilsk Nickel. It suggests that this environmental disaster may prompt a reassessment of regulations concerning nickel production and other industrial activities in sensitive areas, underscoring the need for stricter policies to prevent similar catastrophes in the future.",2,"The Norilsk disaster raised significant concerns about environmental regulations and the potential for stricter policies affecting nickel production in Russia. While this could lead to increased operational costs and potential supply disruptions, the immediate impact on global nickel prices may not be as severe as events that directly threaten supply chains or cause immediate market panic. The event suggests a long-term regulatory shift rather than an acute supply crisis, leading to a moderate impact on prices. 

Score: 2",1,27,0.9259259259259259,2.0367003088692623
Mining giant stops waste discharge in Arctic,2020. 6. 29.,Russian mining giant Norilsk Nickel (Nornickel) said yesterday that it had stopped the discharge of wastewater from one of its Arctic facilities.,"On June 29, 2020, Russian mining giant Norilsk Nickel (Nornickel) announced that it had ceased the discharge of wastewater from one of its facilities located in the Arctic region. This decision marks a significant step towards addressing environmental concerns related to the company's operations in this sensitive area.",0,"The cessation of wastewater discharge by Norilsk Nickel addresses environmental concerns but does not directly impact nickel production or exports. While it may improve the company's public image and potentially lead to regulatory compliance, it is unlikely to cause significant fluctuations in global nickel prices. The event is more focused on environmental responsibility rather than supply or demand dynamics. Therefore, its impact on nickel prices is minimal compared to more significant events related to supply disruptions or geopolitical tensions.  
Score: 0",1,27,0.9259259259259259,2.0367003088692623
Russia's Norilsk Nickel Reports New Fuel Spill In Arctic,2020. 7. 12.,Russian metals giant Norilsk Nickel said around 45 tons of aviation fuel has spilled from its pipeline in the Arctic.,"On July 12, 2020, Russian metals giant Norilsk Nickel reported a significant environmental incident involving a fuel spill. Approximately 45 tons of aviation fuel spilled from its pipeline in the Arctic region. This event raised concerns about the environmental impact and safety regulations related to fuel and resource extraction in sensitive Arctic ecosystems.",0,"The environmental incident involving Norilsk Nickel raised concerns about regulatory compliance and potential future restrictions on operations, which could impact nickel production. However, the immediate effect on nickel prices is likely to be limited, as the spill does not directly disrupt nickel supply or production levels. The incident may lead to increased scrutiny and potential regulatory changes, but it does not create an immediate supply shock or significant demand shift. Therefore, the impact on global nickel prices is minimal compared to more significant events related to supply disruptions.  
Score: 0",3,11,0.09090909090909091,1.4459976109624424
Why environmental disasters keep occuring in Siberia,2020. 7. 1.,"Russian mining giant Nornickel has reportedly caused yet another ecological catastrophe. Environmentalists say the company, owned by an oligarch with ties...","On July 1, 2020, it was reported that the Russian mining giant Nornickel has been involved in yet another ecological disaster. This incident has drawn significant attention from environmentalists, who are holding the company accountable for its environmental practices. The ongoing issues highlight concerns regarding the regulatory landscape surrounding mining operations in Siberia and the environmental impact of nickel production.",-3,"The ecological disaster involving Nornickel raises concerns about regulatory practices and could lead to stricter regulations on nickel production in Russia. This may impact production levels and create uncertainty in the market, potentially affecting supply. However, the immediate impact on global nickel prices may be limited as the market may not react as strongly to environmental issues compared to direct supply disruptions or geopolitical tensions. Therefore, while there is a negative sentiment, it does not reach the level of significant price movement seen in more impactful events. 

Score: -3",-1,31,1.2580645161290323,2.954857491605801
Norilsk Nickel fined US$2.1bn for Arctic oil spill,2020. 7. 9.,Norilsk Nickel has been fined US$2.1bn by Russian environmental watchdog Rosprirodnadzor for the damage done to waterways and soil following an oil spill in...,"On July 9, 2020, the Russian environmental watchdog Rosprirodnadzor imposed a substantial fine of US$2.1 billion on Norilsk Nickel due to significant environmental damage caused by an oil spill. The spill affected waterways and soil in the region, leading to this severe regulatory action in response to the environmental impact.",3,"The substantial fine imposed on Norilsk Nickel due to environmental damage raises concerns about the company's operational capabilities and potential disruptions in nickel production. While this event highlights regulatory scrutiny and could lead to increased costs for the company, it does not directly indicate an immediate supply disruption. However, it may create longer-term uncertainties regarding production levels and environmental compliance, which could influence market perceptions. Overall, the impact on nickel prices is significant but not as extreme as events that lead to immediate supply shortages. 

Score: +3",3,11,0.09090909090909091,1.4459976109624424
Arctic spill fuels calls for shakeup at Russia mining giant,2020. 7. 14.,Russian mining giant Norilsk Nickel faced pressure from a key shareholder on Tuesday to overhaul its management after disasters including a massive Arctic fuel...,"On July 14, 2020, key shareholders of Russian mining giant Norilsk Nickel urged for significant management changes in light of recent disasters, including a severe Arctic fuel spill. This event highlighted the growing concerns over environmental practices and regulatory compliance within the company, prompting discussions about the need for reform in the mining sector, particularly regarding its impact on the Arctic environment.",0,"The event underscores significant concerns regarding environmental practices and regulatory compliance within Norilsk Nickel, a major player in the nickel market. While it raises awareness about potential operational disruptions and the need for reform, it does not directly indicate immediate supply disruptions or changes in production levels. Therefore, the impact on global nickel prices is likely to be minimal compared to more severe events that directly threaten supply. 

Score: 0",1,27,0.9259259259259259,2.0367003088692623
An oil spill in Russia’s Arctic exposes problems in Moscow’s big plans for the Far North,2020. 7. 28.,Thawing permafrost may have caused a disastrous diesel spill above the Arctic Circle and poses wider threats to Putin's ambitious plans for military and...,"On July 28, 2020, significant environmental concerns emerged in Russia's Arctic due to a diesel spill that likely resulted from thawing permafrost. This incident highlighted underlying issues related to Moscow's ambitious developmental plans for the region, which include military and industrial expansions. The spill raises questions about the effectiveness of current environmental policies and regulations in light of climate change and its impact on infrastructure in the Arctic.",0,"The environmental concerns raised by the diesel spill in Russia's Arctic could lead to stricter regulations and oversight on industrial activities, including nickel production. However, the immediate impact on nickel prices is likely to be limited, as the spill does not directly disrupt nickel supply or production. While it may raise long-term concerns about environmental policies, the event does not create an urgent supply crisis or significant market reaction. Therefore, the impact on global nickel prices is minimal compared to more direct supply disruption events.  
Score: 0",-1,31,1.2580645161290323,2.954857491605801
The environmental disaster in the Arctic. Moscow’s neo-colonial exploitation of Russia’s regions,2020. 8. 7.,"The end of May 2020 saw the biggest known environmental disaster in the Russian Arctic. The thermal power plant in Norilsk in Krasnoyarsk Krai,...","On August 7, 2020, significant events related to environmental policies in Russia were highlighted, particularly surrounding the catastrophic environmental disaster that occurred in the Arctic. This incident involved the thermal power plant in Norilsk, Krasnoyarsk Krai, and marked the largest environmental disaster in the Russian Arctic to date. The government's response and ensuing regulations to address the situation became focal points in discussions about policies regarding environmental protections and resource management in sensitive regions like the Arctic.",3,"The environmental disaster in the Arctic and the subsequent regulatory responses could lead to increased scrutiny and potential restrictions on nickel production in Russia, a major producer of the metal. This could create concerns about future supply disruptions, which may influence global nickel prices. However, the immediate impact may not be as severe as geopolitical tensions or direct supply disruptions, leading to a moderate score. 

Score: +3",0,34,5.323529411764706,3.649164190193081
Russian Indigenous groups call on Elon Musk not to buy battery metals from Nornickel,2020. 8. 7.,"The company that recently made international headlines for causing environmental disasters on the Taimyr Peninsula by spilling 20,000 tons of diesel fuel...","On August 7, 2020, Russian Indigenous groups urged Elon Musk to refrain from purchasing battery metals from Nornickel, a major nickel producer linked to significant environmental disasters, including a substantial diesel fuel spill in the Taimyr Peninsula. This event highlights concerns about the environmental practices of nickel production and its implications for Indigenous communities in the region.",0,"The event primarily raises concerns about environmental practices and social responsibility rather than directly impacting nickel production or supply. While it may influence public perception and demand for ethically sourced nickel, it does not indicate immediate supply disruptions or significant regulatory changes that would affect global nickel prices. Therefore, its impact is minimal compared to more significant events related to supply disruptions or geopolitical tensions.  
Score: 0",-1,31,1.2580645161290323,2.954857491605801
Saami Council urges Tesla to refrain from buying NorNickel metals,2020. 9. 8.,"'The factory has forever ruined what used to be the beautiful tundra here in Monchegorsk,' says Andrei Danilov, a Sámi from Russia's Kola Peninsula.","On September 8, 2020, the Saami Council called on Tesla to avoid purchasing metals from NorNickel, expressing concerns over environmental damage caused by the factory in Monchegorsk. The council highlighted the detrimental impact of the factory on the local tundra, emphasizing the importance of preserving the region's natural beauty and ecological integrity.",0,"The event primarily focuses on environmental concerns raised by the Saami Council regarding NorNickel's operations, which could lead to reputational risks for the company and potential pressure on Tesla to source nickel from more environmentally responsible suppliers. However, this event does not directly indicate a significant change in nickel production or exports from Russia, nor does it suggest a substantial shift in global demand for nickel. The impact on prices is likely minimal compared to more significant geopolitical events or supply disruptions. 

Score: 0",-1,31,1.2580645161290323,2.954857491605801
"Nornickel is ""cynical and socially irresponsible"", says Russia's top legislator",2020. 10. 23.,"Following a parliament visit to the far northern company town of Norilsk, the Federation Council and its Speaker Valentina Matvienko expresses shock and...","On October 23, 2020, significant events related to Russia's nickel production and corporate responsibility were highlighted. The top legislator of Russia, Valentina Matvienko, criticized Nornickel, a major nickel producer, labeling the company as ""cynical and socially irresponsible."" This statement followed a visit by members of the Federation Council to the company town of Norilsk, indicating concerns over environmental and social issues linked to the mining industry. The criticism reflects ongoing scrutiny of corporate practices within the context of national policies and regulations affecting the nickel sector.",0,"The criticism of Nornickel by a top Russian legislator highlights concerns over corporate responsibility and environmental issues, which could lead to increased regulatory scrutiny and potential operational disruptions. However, the event does not indicate immediate supply disruptions or significant changes in production levels, and it is unlikely to have a substantial impact on global nickel prices compared to more severe geopolitical events. Therefore, the impact is minimal.  
Score: 0",-1,31,1.2580645161290323,2.954857491605801
Norilsk Nickel: Mining firm pays record $2bn fine over Arctic oil spill,2021. 3. 10.,The spill happened last May and saw some 21000 tonnes of oil pour into rivers in northern Russia.,"On March 10, 2021, Norilsk Nickel, a major mining company, was ordered to pay a record fine of $2 billion due to its responsibility for an Arctic oil spill that occurred in May 2020. This environmental disaster resulted in approximately 21,000 tonnes of oil contaminating rivers in northern Russia.",0,"The significant fine imposed on Norilsk Nickel due to the environmental disaster raises concerns about the company's operational capabilities and regulatory environment. While this event highlights potential risks to nickel production, it does not directly indicate immediate supply disruptions or changes in global demand for nickel. The impact on prices is likely to be limited compared to more direct supply concerns, resulting in a minimal effect on global nickel prices. 

Score: 0",3,11,0.09090909090909091,1.4459976109624424
Nornickel fined $2 billion for massive Arctic fuel spill,2021. 2. 5.,"Norilsk Nickel (MCX: GMKN), the world's largest palladium miner and a significant nickel producer, will have to pay a record fine of 146 billion rubles ($1.94...","On February 5, 2021, Norilsk Nickel, a major nickel producer in Russia, was fined a record 146 billion rubles (approximately $1.94 billion) for a massive fuel spill in the Arctic. This event highlighted the environmental regulatory landscape surrounding industrial operations, particularly in relation to the mining sector and its impact on the environment. The fine underscores the increasing pressure on companies to adhere to environmental policies and regulations, particularly in ecologically sensitive areas.",-2,"The fine imposed on Norilsk Nickel for the fuel spill emphasizes the regulatory pressures on the mining sector, which could lead to increased operational costs and potential disruptions in nickel production. However, while this event raises concerns about environmental compliance and could impact production, it does not directly indicate a significant supply disruption or geopolitical tension that would lead to a dramatic price increase. Therefore, the impact on global nickel prices is moderate, reflecting concerns but not immediate supply threats. 

Score: -2",3,11,0.09090909090909091,1.4459976109624424
Russia’s Norilsk Nickel hit with enormous fine over Arctic oil spill,2021. 2. 17.,"Russia's Norilsk Nickel, the world's largest producer of palladium and nickel, has been hit with a record $2.1 billion fine over an enormous oil spill last...","On February 17, 2021, Russia's Norilsk Nickel was subjected to a significant fine amounting to $2.1 billion due to a major oil spill that occurred in the Arctic region. This event highlights the environmental regulatory actions taken against one of the world's largest producers of nickel, emphasizing the government's response to environmental disasters linked to industrial activities.",2,"The significant fine imposed on Norilsk Nickel due to the oil spill underscores the potential for increased regulatory scrutiny and operational disruptions, which could lead to concerns about future nickel production and supply stability. However, while this event highlights environmental issues, it does not directly indicate an immediate supply disruption or geopolitical tension that would typically drive a sharp price increase. Therefore, the impact on nickel prices is notable but not as severe as events that cause immediate supply concerns. 

Score: +2",3,11,0.09090909090909091,1.4459976109624424
