topic,count,mean,std,keywords,summary
54,17,3.0588235294117645,4.069253436370333,"phanfone, holiday, typhoon, may, caused, as, by, during, be, fact",phanfone holiday typhoon may caused
55,16,4.4375,3.0977142110487432,"evacuation, 000, capabilities, larger, villages, 500, indicates, could, over, threat",evacuation 000 capabilities larger villages
56,16,1.25,2.2360679774997894,"leyte, producing, agaton, earthquake, be, province, southern, overall, there, face",leyte producing agaton earthquake be
57,16,0.3125,1.25,"alert, red, blue, threat, status, indicates, confirmed, monitoring, imply, events",alert red blue threat status
58,16,1.3125,2.301267766543766,"vongfong, storm, typhoon, without, coronavirus, uncertain, damage, reflects, on, the",vongfong storm typhoon without coronavirus
59,16,0.0,0.0,"landslide, about, gold, warning, mining, safety, or, village, it, does",landslide about gold warning mining
60,16,2.8125,3.015929928452141,"pangasinan, pampanga, flooding, local, world, celebration, top, producers, one, scale",pangasinan pampanga flooding local world
61,15,2.6666666666666665,3.59894164336975,"marce, cagayan, storm, area, tropical, will, intensification, typhoon, previous, already",marce cagayan storm area tropical
62,15,1.0,3.3806170189140663,"pandemic, covid, 19, health, economic, muted, slowdown, lockdown, due, during",pandemic covid 19 health economic
63,15,7.6,2.2614786566062732,"toraji, cumulative, fourth, previous, storms, thousands, month, of, driving, typhoon",toraji cumulative fourth previous storms
64,15,0.0,0.0,"drill, preparedness, actual, exercise, an, earthquake, any, unlikely, or, indicate",drill preparedness actual exercise an
65,15,0.26666666666666666,0.7037315505489967,"cebu, metro, widespread, flooding, city, local, be, not, global, effect",cebu metro widespread flooding city
66,14,0.0,0.0,"climate, change, strategies, directly, it, term, changes, does, greenpeace, or",climate change strategies directly it
67,14,4.5,3.0571479921904086,"yutu, hurricane, oscar, typhoon, thereby, threat, lead, super, could, producer",yutu hurricane oscar typhoon thereby
68,13,0.9230769230769231,1.8912755158683456,"zamboanga, city, number, affects, flash, if, norte, larger, is, be",zamboanga city number affects flash
69,13,6.230769230769231,3.5391582368751218,"earthquake, magnitude, assign, warranting, northern, severity, mining, could, operations, positive",earthquake magnitude assign warranting northern
70,12,3.9166666666666665,3.8720051965905524,"bebinca, storm, tropical, japan, intensifying, displacement, china, factors, these, into",bebinca storm tropical japan intensifying
71,12,2.5,3.2051095570553083,"oro, de, davao, landslide, tragic, gold, mining, operations, province, have",oro de davao landslide tragic
72,12,3.9166666666666665,3.3154825052206567,"krathon, approaching, taiwan, producer, intensifies, philippines, islands, typhoon, is, major",krathon approaching taiwan producer intensifies
73,12,0.0,0.0,"signal, issuance, no, raising, weather, indication, adverse, negligible, conditions, indicates",signal issuance no raising weather
74,12,1.6666666666666667,2.461829819586655,"samar, eastern, declaration, state, flooding, local, calamity, producing, northern, be",samar eastern declaration state flooding
75,11,4.7272727272727275,3.3193646708642635,"ompong, typhoon, news, would, preparation, this, about, potential, regions, likely",ompong typhoon news would preparation
76,11,1.0,2.756809750418044,"del, sur, davao, if, earthquake, producing, quickly, damaged, limited, can",del sur davao if earthquake
77,11,8.090909090909092,0.7006490497453707,"gaemi, positive, high, additionally, warrants, by, caused, perceptions, supplier, up",gaemi positive high additionally warrants
78,11,0.0,0.0,"describes, scores, storm, involves, negligible, minimal, that, since, expected, philippines",describes scores storm involves negligible
79,10,5.4,2.3664319132398464,"molave, decrease, over, by, caused, output, supplier, potentially, major, considerable",molave decrease over by caused
80,10,0.0,0.0,"boracay, tourism, indirect, economy, closure, affects, primarily, sector, effects, island",boracay tourism indirect economy closure
81,10,1.2,2.573367875415838,"visayas, eastern, western, flooding, local, flood, disrupt, be, area, regions",visayas eastern western flooding local
82,10,1.5,2.798809270624444,"manila, metro, flooding, proposal, term, heavy, long, local, constructing, underground",manila metro flooding proposal term
83,10,3.7,2.584139659108574,"ambo, moderate, reflects, typhoon, mining, landfall, potential, as, pandemic, supplier",ambo moderate reflects typhoon mining
84,10,0.0,0.0,"tornado, localized, unlikely, houses, significantly, chains, small, affect, lanag, did",tornado localized unlikely houses significantly
85,10,0.0,0.0,"yolanda, anniversary, commemoration, reminder, it, rehabilitation, current, typhoon, super, serves",yolanda anniversary commemoration reminder it
86,10,5.5,2.592724864350674,"kompasu, persons, missing, tropical, disrupted, storm, caused, by, halts, notable",kompasu persons missing tropical disrupted
87,9,2.2222222222222223,4.65772953749404,"trami, clarification, tropical, storm, easily, eliminate, rejection, seem, severely, deadliest",trami clarification tropical storm easily
88,9,0.0,0.0,"mindoro, oil, spill, oriental, environment, affects, primarily, marine, local, effects",mindoro oil spill oriental environment
89,9,2.7777777777777777,4.236088342379611,"dante, flash, tropical, flooding, as, general, storm, provinces, southern, highways",dante flash tropical flooding as
90,9,0.5555555555555556,1.6666666666666667,"iloilo, water, national, province, scarcity, state, calamity, city, local, scale",iloilo water national province scarcity
91,9,3.0,3.640054944640259,"mindanao, earthquakes, earthquake, region, parts, zero, producing, higher, limited, be",mindanao earthquakes earthquake region parts
92,9,0.0,0.0,"pepito, proactive, aid, suggest, approach, stockpile, preparedness, mitigate, incoming, stranding",pepito proactive aid suggest approach
93,9,0.7777777777777778,1.7159383568311668,"marce, typhoon, be, reflects, report, damage, designation, indicates, affected, landmass",marce typhoon be reflects report
94,8,6.625,1.4078859531733587,"surigao, del, sur, earthquake, magnitude, earthquakes, damaged, severity, region, halted",surigao del sur earthquake magnitude
95,8,0.0,0.0,"naga, landslide, city, cebu, incident, tragic, directly, while, terms, compared",naga landslide city cebu incident
96,8,0.0,0.0,"helicopters, crash, drone, helicopter, category, japan, nor, does, no, military",helicopters crash drone helicopter category
97,8,3.75,4.026696625558687,"cagayan, oro, de, province, world, top, producers, flooding, one, workers",cagayan oro de province world
98,8,4.125,2.748376143938713,"ursula, need, had, report, typhoon, forecast, facilitate, considered, which, led",ursula need had report typhoon
99,8,6.125,2.799872446074234,"chanthu, typhoon, reaching, landfall, poses, threat, key, super, status, severity",chanthu typhoon reaching landfall poses
100,8,4.75,3.195979617313871,"megi, regions, affected, disrupted, life, loss, by, tropical, storm, landslides",megi regions affected disrupted life
101,7,0.0,0.0,"center, evacuation, preparedness, regional, inauguration, proactive, centers, nor, mitigate, category",center evacuation preparedness regional inauguration
102,7,1.7142857142857142,2.3603873774083293,"ilocos, norte, sur, state, calamity, issues, offset, magnitude, producers, moderate",ilocos norte sur state calamity
103,7,3.2857142857142856,3.251373336211726,"nalgae, rebuilding, rising, storm, tropical, themselves, sector, areas, death, toll",nalgae rebuilding rising storm tropical
104,7,5.428571428571429,3.994043183589901,"surigae, was, likelihood, super, formation, weakening, storm, being, typhoon, although",surigae was likelihood super formation
105,7,0.0,0.0,"cyclones, list, names, energy, cyclone, tropical, provide, or, downplays, accustomed",cyclones list names energy cyclone
106,7,0.0,0.0,"yet, warrant, stages, early, niña, la, still, displacement, evolving, potential",yet warrant stages early niña
107,7,0.7142857142857143,1.889822365046136,"goring, exit, raises, evidence, without, intensification, tcws, named, about, cautiously",goring exit raises evidence without
108,7,0.7142857142857143,1.889822365046136,"betty, were, mawar, typhoon, some, appear, weakening, threat, away, that",betty were mawar typhoon some
109,7,0.0,0.0,"funds, calamity, help, announcement, manage, fund, government, release, recent, stabilize",funds calamity help announcement manage
110,6,0.0,0.0,"warning, reflects, about, sinkholes, low, alert, since, risk, confirm, indicates",warning reflects about sinkholes low
111,6,5.0,0.0,"asean, mitigated, disasters, suppliers, presence, across, countries, region, including, alternative",asean mitigated disasters suppliers presence
112,5,0.8,1.0954451150103321,"bacolod, city, localized, local, bacoor, logistics, drastically, barangays, economic, maguindanao",bacolod city localized local bacoor
113,5,1.0,2.23606797749979,"spill, oil, environmental, local, policies, caluya, p2, environments, affect, company",spill oil environmental local policies
114,5,4.0,2.2360679774997894,"paeng, calamity, food, extreme, notable, somewhat, areas, affected, loans, by",paeng calamity food extreme notable
