제목,날짜,요약,이벤트,score,reason,topic,count,mean,std
BREAKING A Mig-31 fighter jet has crashed in Central Russia,2018. 9. 19.,"[embed]https://www.youtube.com/watch?time_continue=15&v=E_OHPnQYLnI[/embed] According to Russian Defense Ministry, a MiG-31 aircraft crashed in the Nizhny...","On September 19, 2018, a MiG-31 fighter jet crashed in Central Russia, as reported by the Russian Defense Ministry. The incident took place in the Nizhny region, and further details regarding its cause or any casualties were not specified in the summary provided.",0,"The crash of a MiG-31 fighter jet in Central Russia is unlikely to have any significant impact on nickel production, exports, or global demand. The event does not directly relate to the nickel industry or raise concerns about safety or supply disruptions. Therefore, it is assessed to have minimal or no impact on nickel prices relative to other events in this category.  
Score: 0",11,15,0.0,0.0
Barents Region is on fire,2018. 7. 23.,Fire fighters combat wildfires from the Kola Peninsula to Norrbotten as record heat wave continues north of the Arctic Circle.,"On July 23, 2018, wildfires were reported in the Barents Region, affecting areas from the Kola Peninsula in Russia to Norrbotten in Sweden. Firefighters were engaged in combatting these wildfires, which were exacerbated by a record heat wave impacting the region north of the Arctic Circle.",0,"The wildfires in the Barents Region may disrupt nickel production and exports due to potential damage to mining infrastructure and the need for resources to combat the fires. However, the impact is likely to be localized and less severe compared to events that directly threaten nuclear safety or large-scale evacuations. The overall effect on global nickel prices is expected to be minimal, as other sources of nickel can help offset any short-term disruptions. 

Score: 0",4,44,0.20454545454545456,0.6675029990193218
Russia potash mine fire kills nine workers,2018. 12. 23.,The fire broke out at a depth of 340 meters when the construction workers were installing a concrete line in the mine. Officials have denied initial reports...,"On December 23, 2018, a fire at a potash mine in Russia resulted in the deaths of nine workers. The incident occurred at a depth of 340 meters while construction workers were engaged in the installation of a concrete line within the mine. Officials later refuted initial reports regarding the circumstances of the fire.",0,"The fire at the potash mine, while tragic, is unlikely to have a significant impact on nickel production or prices. Potash is a different commodity, and the incident does not directly affect nickel supply or demand. Additionally, the scale of the event is relatively small compared to larger geopolitical events that could influence nickel prices. Therefore, the impact on global nickel prices is minimal.  
Score: 0",7,23,0.0,0.0
Deadly blast at Czech coal mine,2018. 12. 21.,Thirteen miners have died and about 10 others were injured after a blast at a mine in the Czech Republic.,"On December 21, 2018, a deadly explosion occurred at a coal mine in the Czech Republic, resulting in the deaths of thirteen miners and injuring approximately ten others.",0,"The explosion at a coal mine in the Czech Republic, while tragic, does not directly impact nickel production or exports from Russia, which is a key player in the nickel market. The event is localized and does not raise significant concerns about broader supply chain disruptions or changes in global demand for nickel. Therefore, its impact on nickel prices is minimal compared to more significant geopolitical events affecting Russia's nickel production. 

Score: 0",8,22,0.0,0.0
"6 Indian sailors killed, 6 missing in ship accident off Russia",2019. 1. 23.,At least six Indian sailors were killed and an equal number of them went missing after two fuel ships carrying Indian and Turkish crew members caught fire in...,"On January 23, 2019, a tragic maritime disaster occurred off the coast of Russia, resulting in the death of six Indian sailors and leaving another six missing. This incident involved two fuel ships, which were crewed by both Indian and Turkish personnel, that caught fire under circumstances that are not detailed in the report.",0,"The maritime disaster involving fuel ships off the coast of Russia is unlikely to have a significant impact on nickel production or exports, as it does not directly relate to nickel mining or processing. Additionally, the event does not raise concerns about broader geopolitical stability or safety in the nickel supply chain. Therefore, it is assessed to have minimal impact on nickel prices relative to other more significant events.  
Score: 0",5,35,0.0,0.0
"6 Indian sailors killed, 6 missing in Kerch strait ship accident",2019. 1. 23.,At least six Indian sailors were killed and an equal number of them went missing after two fuel ships carrying Indian and Turkish crew members caught fire in...,"On January 23, 2019, a tragic maritime accident occurred in the Kerch Strait, resulting in the death of six Indian sailors and leaving six others missing. The incident involved two fuel ships, manned by crews from India and Turkey, which caught fire under unclear circumstances. The event highlights the dangers associated with commercial shipping in that region.",0,"The maritime accident in the Kerch Strait, while tragic, does not directly impact nickel production or exports from Russia, nor does it significantly alter global demand for nickel. The incident primarily highlights shipping safety concerns rather than affecting the supply chain or market dynamics for nickel. Therefore, its impact on nickel prices is minimal compared to more significant events related to the ongoing conflict in Ukraine. 

Score: 0",14,11,0.0,0.0
"Ships still burning, search resumes for missing Indian, Turkish crew in Kerch Strait",2019. 1. 23.,Both vessels were flying Tanzanian flags. One of them was a liquefied natural gas carrier and another one was a tanker. The fire broke out as the two ships...,"On January 23, 2019, a maritime disaster occurred in the Kerch Strait, where two ships, a liquefied natural gas carrier and a tanker, collided and caught fire. The vessels were flying Tanzanian flags, and the incident sparked a search operation for missing crew members from India and Turkey. The ongoing flames posed significant dangers and complicated rescue efforts in the region.",0,"The maritime disaster in the Kerch Strait primarily involves a collision of vessels and does not directly impact nickel production or exports from Russia. While it may raise concerns about maritime safety and logistics in the region, it is unlikely to have a significant effect on global nickel prices compared to more severe events, such as military actions or nuclear safety concerns. Therefore, the impact on nickel prices is minimal.  
Score: 0",14,11,0.0,0.0
Vale stock plunges after Brazil disaster; $19 billion in market value lost,2019. 1. 28.,"Brazilian miner Vale SA's shares plunged on Monday, wiping out 71.34 billion reais ($18.96 billion) in market value, after a tailing dam collapse on Friday...","On January 28, 2019, Brazilian miner Vale SA experienced a significant financial fallout following a catastrophic tailing dam collapse in Brazil, which occurred on January 25, 2019. This disaster resulted in the loss of approximately 71.34 billion reais ($18.96 billion) in market value for the company, leading to a sharp decline in its stock price. The incident raised serious concerns regarding safety regulations and practices in the mining industry, particularly in relation to tailings management.",0,"The tailing dam collapse at Vale SA significantly impacted the mining industry, raising concerns about safety and regulatory practices. However, this event is primarily related to a Brazilian company and does not directly affect Russian nickel production or exports. While it may influence global perceptions of mining safety, it does not have a direct correlation with nickel prices stemming from Russian events. Therefore, its impact on global nickel prices is minimal compared to the more direct implications of the Russian disaster events. 

Score: 0",-1,187,0.5454545454545454,1.7906021639331042
Bulk carrier leaking oil on Solomons Islands reef after running aground,2019. 2. 18.,"Cyclone delays clean-up after MV Solomon Trader ran aground in rough seas at Kangava Bay, near world heritage site.","On February 18, 2019, a bulk carrier named MV Solomon Trader ran aground in Kangava Bay near a world heritage site in the Solomon Islands, resulting in an oil leak. The incident was compounded by a cyclone that delayed cleanup efforts in the area.",0,"The grounding of the MV Solomon Trader and the subsequent oil leak primarily affects local environmental conditions and does not have a direct impact on nickel production or exports from Russia. Additionally, the incident is geographically distant from Russia and does not significantly alter global demand for nickel or the availability of alternative sources. Therefore, its impact on global nickel prices is minimal compared to more significant events related to Russian production or geopolitical tensions.  
Score: 0",-1,187,0.5454545454545454,1.7906021639331042
Oil and Gas Industry Scandals: Investigating Controversies and Misconduct,2019. 2. 25.,"The world of oil and gas is no stranger to scandal, with a number of environmental and financial controversies taking place in the offshore industry.","On February 25, 2019, various scandals in the oil and gas industry came to light, highlighting significant environmental and financial controversies within the offshore sector. This included investigations into misconduct that may have serious implications for ecological safety and economic accountability in the industry. Although the details focus on broader issues rather than a single catastrophic event, the collective nature of these findings suggests a day marked by public scrutiny and concern regarding the accountability of major industry players in relation to disaster preparedness and ethical practices.",0,"The scandals in the oil and gas industry, while significant in terms of environmental and financial implications, do not directly impact nickel production or exports from Russia. The event primarily raises concerns about accountability and ethical practices rather than immediate threats to nickel supply or demand. Therefore, its impact on global nickel prices is minimal compared to more direct events affecting the industry. 

Score: 0",-1,187,0.5454545454545454,1.7906021639331042
Alarm over failure to deal with Solomon Islands oil spill threat,2019. 2. 28.,"Mining operations continue while more than 500 tonnes of fuel oil remain on board MV Solomon Trader, almost a month after it ran aground.","On February 28, 2019, there was a significant concern regarding the environmental threat posed by the MV Solomon Trader, which had run aground in the Solomon Islands. The vessel, carrying over 500 tonnes of fuel oil, raised alarms due to the ongoing mining operations in the vicinity and the potential for an oil spill disaster. This situation highlighted the risks associated with marine transportation and mining activities in the area.",0,"The event concerning the MV Solomon Trader primarily raises environmental concerns and potential risks associated with marine transportation and mining, but it does not directly impact nickel production or exports from Russia. The incident is more localized and does not have the same level of geopolitical implications or direct effects on global nickel supply as the events related to the conflict in Ukraine. Therefore, its impact on global nickel prices is minimal compared to more significant events. 

Score: 0",-1,187,0.5454545454545454,1.7906021639331042
Death toll surges in China chemical plant fire,2019. 3. 22.,"State media has reported 44 deaths in an industrial accident at a pesticide plant in the province of Jiangsu. Over the past decade, deadly industrial...","The event reported on March 22, 2019, involves a catastrophic industrial accident at a chemical plant in Jiangsu, China, where a fire resulted in the deaths of 44 workers. This incident highlights ongoing safety concerns in industrial sectors, particularly in facilities dealing with hazardous materials like pesticides. The accident adds to a troubling trend of deadly industrial incidents in the region over the past decade.",0,"The catastrophic industrial accident in China primarily affects local production and safety standards rather than directly impacting nickel production or exports from Russia. While it raises concerns about industrial safety, it does not have a significant influence on global nickel supply or demand dynamics, especially in comparison to events directly related to Russia's geopolitical situation. Therefore, the impact on nickel prices is minimal.  
Score: 0",-1,187,0.5454545454545454,1.7906021639331042
41 dead in Russian plane blaze disaster [PHOTOS],2019. 5. 6.,Forty-one people including at least two children have died after a Russian passenger plane made an emergency landing and erupted in a huge ball of fire and...,"On May 6, 2019, a tragic disaster occurred involving a Russian passenger plane, which made an emergency landing and subsequently caught fire. The incident resulted in the deaths of 41 individuals, including at least two children. The blaze erupted as the plane landed, leading to significant casualties and highlighting the dangers associated with air travel in emergency situations.",0,"The tragic plane disaster does not have a direct impact on nickel production or exports, nor does it significantly alter global demand for nickel. While it highlights safety concerns in Russia, it is unlikely to influence market perceptions regarding nickel prices. Therefore, the event has minimal relevance to the nickel market.  
Score: 0",11,15,0.0,0.0
Dozens feared dead in Russian plane blaze,2019. 5. 5.,Forty-one people including at least two children are believed to have died when a Russian passenger plane made an emergency landing and was engulfed in flames.,"On May 5, 2019, a tragic incident occurred involving a Russian passenger plane that made an emergency landing and was engulfed in flames, leading to the feared deaths of 41 individuals, including at least two children.",0,"The incident involving the Russian passenger plane primarily affects human lives and does not have a direct correlation with nickel production or exports. While it may have some impact on market sentiment regarding Russia, it is unlikely to significantly influence nickel prices compared to more direct events affecting production or geopolitical tensions related to nickel supply. Therefore, the impact is minimal.  
Score: 0",11,15,0.0,0.0
Aeroflot plane crash: 41 killed on Russian jet,2019. 5. 6.,Forty-one people died after a Russian plane made an emergency landing and burst into flames just after takeoff from Moscow's Sheremetyevo airport.,"On May 6, 2019, a tragic event occurred involving an Aeroflot plane crash, resulting in the deaths of 41 people. The incident took place when a Russian jet made an emergency landing shortly after takeoff from Moscow's Sheremetyevo airport and subsequently burst into flames.",0,"The Aeroflot plane crash, while tragic, does not have a direct impact on nickel production or exports from Russia. It is primarily a human tragedy with no significant implications for the nickel market, as it does not affect supply or demand dynamics. Therefore, it is assessed to have minimal or no impact on nickel prices relative to other events in this category.  
Score: 0",11,15,0.0,0.0
Mapped: Russia’s devastating wildfires,2019. 5. 27.,Groundbreaking analysis of satellite imagery reveals the human activity linked to vast majority of catastrophic Siberian forest fires.,"On May 27, 2019, significant wildfires were reported in Siberia, Russia. Groundbreaking analysis of satellite imagery indicated that human activity was primarily responsible for these devastating forest fires, highlighting the extensive environmental impact and the growing concerns over disaster management in the region.",0,"The wildfires in Siberia may have environmental implications, but they are less likely to directly impact nickel production and exports compared to more severe events like military actions or nuclear incidents. While there could be some concerns about long-term environmental effects on mining operations, the immediate impact on nickel supply and demand is minimal. Therefore, the event has a limited effect on global nickel prices.  
Score: 0",4,44,0.20454545454545456,0.6675029990193218
New Chernobyl shock: Russian disaster KILLED 200 British babies – deformed 100s more,2019. 6. 17.,The horrific accident - which the Ukranian and Russian authorities attempted to keep quiet – may also have led to hundreds more infant deformities and cases...,"On June 17, 2019, a serious disaster related to the Chernobyl incident was reported, revealing that the fallout from the event caused the deaths of 200 British babies and resulted in deformities in hundreds more infants. This information, which authorities in both Ukraine and Russia attempted to suppress, highlights the long-lasting and tragic impact of the radioactive materials released during the nuclear accident.",0,"The revelation of the long-term effects of the Chernobyl disaster, including significant health impacts, raises concerns about nuclear safety and environmental contamination. However, this event is historical and does not directly affect current nickel production or exports from Russia. The impact on global nickel prices is likely minimal as it does not indicate an immediate threat to nickel supply or demand. Therefore, it scores a 0 in terms of relative impact.  
Score: 0",3,54,2.4444444444444446,2.8262026437691614
14 crew killed in Russian submarine fire in latest disaster for country’s navy,2019. 7. 2.,"MOSCOW: Fourteen seamen have died in a fire on a deep submersible, Russia's defense ministry said Tuesday, the latest in a string of disasters and accidents...","On July 2, 2019, a fire on a Russian deep submersible resulted in the deaths of 14 crew members, marking a tragic event for the country's navy. This incident highlights ongoing safety concerns and a series of disasters affecting Russia's naval operations.",0,"The fire on the Russian deep submersible, while tragic, does not directly impact nickel production or exports, as it pertains to naval operations rather than the mining or processing of nickel. Additionally, the event does not significantly alter global demand for nickel or the availability of alternative sources. Therefore, its impact on nickel prices is minimal compared to more significant events affecting the industry.  
Score: 0",-1,187,0.5454545454545454,1.7906021639331042
"Russian servicemen ‘averted planetary catastrophe’ during nuclear submarine accident, military official claims at funeral",2019. 7. 7.,"Families of the 14 Russian servicemen who were killed after a fire broke out on a nuclear submarine have reportedly been told that their relatives averted a ""...","On July 7, 2019, a tragic fire occurred on a Russian nuclear submarine, resulting in the deaths of 14 servicemen. Military officials claimed that these servicemen averted a potential planetary catastrophe during this accident. Their bravery and actions were highlighted in statements made during a funeral for the deceased.",0,"The fire on the Russian nuclear submarine, while tragic, does not directly impact nickel production or exports, as it is not related to the mining or processing of nickel. The event may raise concerns about safety and military readiness, but it is unlikely to have significant implications for global nickel demand or supply. Therefore, the impact on nickel prices is minimal.  
Score: 0",13,12,0.0,0.0
Russians search for answers after new sea tragedy,2019. 7. 3.,Russia's Northern Fleet has suffered another tragedy in the sea: 14 naval officers have died in a fire on a Russian military submersible.,"On July 3, 2019, a tragic incident occurred involving Russia's Northern Fleet, where a fire on a Russian military submersible resulted in the death of 14 naval officers.",0,"The incident involving the Russian military submersible is a tragic event but does not directly impact nickel production or exports. While it may raise concerns about military stability in the region, it is unlikely to significantly affect global nickel supply or demand. Therefore, the impact on nickel prices is minimal.  
Score: 0",-1,187,0.5454545454545454,1.7906021639331042
Russia accused of cover-up over lethal submarine fire,2019. 7. 3.,"Russian officials faced accusations of trying to cover up the full details of an accident on board a military submarine that killed 14 sailors,...","On July 3, 2019, it was reported that Russian officials were accused of attempting to cover up the full details of a lethal fire accident aboard a military submarine, which resulted in the deaths of 14 sailors.",0,"The incident involving the military submarine fire, while tragic, does not directly impact nickel production or exports, as it pertains to a military accident rather than a significant industrial or environmental disaster affecting the nickel sector. The event is unlikely to alter global demand for nickel or market perceptions significantly, especially compared to more impactful events like military actions affecting major industrial sites. Therefore, it has minimal or no impact on nickel prices relative to other events in this category.  
Score: 0",13,12,0.0,0.0
Major Russian Submarine Accidents Since 2000,2019. 7. 2.,"A fire aboard a Russian submersible on July 1 killed 14 crew members, the Defense Ministry reported. It is the nation's deadliest submarine-related incident...","On July 1, 2019, a fire aboard a Russian submarine resulted in the tragic loss of 14 crew members. This incident was reported by the Defense Ministry and marked the deadliest submarine-related accident in Russia's history since 2000.",0,"The fire aboard the Russian submarine, while tragic, does not have a direct impact on nickel production or exports, as it is not related to the mining or processing of nickel. The event is more of a military and safety concern rather than an economic one, and it is unlikely to influence global demand for nickel or market perceptions significantly. Therefore, it has minimal or no impact on nickel prices relative to other events in this category.  
Score: 0",13,12,0.0,0.0
DISASTERS: Fire-hit Russian submarine infographic,2019. 7. 5.,"July 5, 2019 - Russian officials have faced accusations of trying to cover up the full details of the deadly incident involving a top-secret military...","On July 5, 2019, a fire on a Russian submarine led to significant concerns and accusations aimed at Russian officials regarding their transparency about the incident. This disaster involved a top-secret military vessel, and the authorities faced criticism for allegedly attempting to conceal the complete details surrounding the deadly event.",0,"The fire on the Russian submarine raised concerns about safety and transparency, but it did not directly impact nickel production or exports. The event is more related to military and political implications rather than a direct threat to the nickel supply chain. Therefore, its impact on global nickel prices is minimal compared to more significant events affecting production or safety in the nickel industry. 

Score: 0",13,12,0.0,0.0
UPDATED: 14 Sailors Die on Secretive Russian Nuclear Submarine; Putin Calls Incident 'Great Loss',2019. 7. 2.,"A fire that broke out on a secret Russian submarine has killed 14 sailors, according to a statement from the Ministry of Defense in Moscow.","On July 2, 2019, a fire on a secretive Russian nuclear submarine resulted in the tragic death of 14 sailors. The incident was acknowledged by the Russian Ministry of Defense, and President Vladimir Putin referred to it as a ""great loss."" This event raised concerns about the safety and security of Russia's naval assets, particularly involving nuclear capabilities.",0,"The fire on the Russian nuclear submarine raises concerns about the safety and security of Russia's military assets, but it does not directly impact nickel production or exports. While it may create some geopolitical tensions, the event is less significant compared to incidents that directly threaten major industrial operations or energy production, such as attacks on nuclear power plants. Therefore, the impact on global nickel prices is minimal.  
Score: 0",13,12,0.0,0.0
Russian media compare 'cover-up' of nuclear submarine fire to Chernobyl,2019. 7. 3.,The Russian government has been accused of a Chernobyl-style cover-up after refusing to disclose details about the submarine fire which killed 14 sailors...,"On July 3, 2019, a significant event occurred involving a Russian nuclear submarine fire, which resulted in the deaths of 14 sailors. The incident has been likened to the Chernobyl disaster due to allegations of a government cover-up regarding the details of the fire. The Russian authorities faced criticism for withholding information about the tragedy, prompting comparisons to the historical Chernobyl incident, which is infamous for its scale and the secrecy surrounding it.",0,"The fire on the Russian nuclear submarine and the subsequent loss of life raised significant concerns about nuclear safety and government transparency, which could lead to increased geopolitical tensions. However, the direct impact on nickel production and exports is less clear compared to more direct military actions affecting infrastructure. While it may create some uncertainty in the market, it does not have the same immediate implications for nickel supply as other events, such as military actions directly targeting production facilities. Therefore, the impact on global nickel prices is moderate but not severe.

Score: 0",13,12,0.0,0.0
Russian nuclear submarine: Norway finds big radiation leak,2019. 7. 11.,"Experts say there is no alarm, despite a high level of caesium at a Soviet-era submarine wreck.","On July 11, 2019, reports emerged about a significant radiation leak found near a Soviet-era nuclear submarine wreck discovered by Norway. Experts assessed the situation, indicating that while there were elevated levels of caesium detected, there was no immediate cause for alarm. This event highlights ongoing concerns regarding nuclear safety and environmental issues associated with retired military vessels in Russian waters.",0,"The radiation leak near a Soviet-era nuclear submarine wreck raises concerns about nuclear safety and environmental issues, but it does not directly impact nickel production or exports from Russia. The event is more of a localized environmental concern rather than a significant geopolitical or economic event that would affect global nickel prices. Therefore, its impact on nickel prices is minimal compared to more severe incidents. 

Score: 0",-1,187,0.5454545454545454,1.7906021639331042
"Scientists discover radiation leak '100,000 times normal level' from Russian nuclear sub wreck",2019. 7. 11.,Scientists have identified a radiation leak on the wreck of a Russian nuclear submarine that sank in Arctic waters in 1989.,"On July 11, 2019, scientists reported a significant radiation leak from the wreck of a Russian nuclear submarine that sank in Arctic waters in 1989. The detected levels of radiation were found to be 100,000 times higher than normal, raising concerns about potential environmental and ecological impacts in the region.",0,"The radiation leak from the Russian nuclear submarine raises significant environmental concerns, but it does not directly impact nickel production or exports from Russia. The event may lead to heightened awareness and scrutiny of environmental issues, but it is unlikely to cause immediate disruptions in nickel supply or demand. Therefore, its impact on global nickel prices is minimal compared to more direct threats to production or geopolitical tensions. 

Score: 0",-1,187,0.5454545454545454,1.7906021639331042
"‘Toxic Stew’ Stirred Up by Disasters Poses Long-Term Danger, New Findings Show",2019. 7. 15.,"Wildfires and hurricanes are pushing chemicals into the environment, with health effects that scientists are just beginning to understand.","On July 15, 2019, new findings revealed that disasters such as wildfires and hurricanes are contributing to environmental pollution by releasing harmful chemicals. This ""toxic stew"" poses long-term health risks that scientists are only beginning to understand, highlighting the ongoing dangers associated with natural disasters and their impacts on public health and ecosystems.",0,"The event described focuses on environmental pollution and health risks associated with natural disasters, which does not directly impact nickel production or exports from Russia. While it raises awareness about environmental issues, it is unlikely to have a significant effect on global nickel prices compared to more direct events related to production disruptions or geopolitical tensions. Therefore, the impact on nickel prices is minimal.  
Score: 0",0,139,1.1726618705035972,2.368048354242024
Russia power plant fire: Chilling echo of Chernobyl as huge blaze kills 1 and injures 13,2019. 7. 12.,A MOSCOW power plant broke out in a huge fire with flames rising 165ft in the air on Thursday leaving one dead and 13 injured.,"On July 12, 2019, a major fire broke out at a power plant in Moscow, resulting in the death of one individual and injuring 13 others. The blaze was significant, with flames reaching heights of 165 feet, drawing parallels to past disasters like Chernobyl due to the scale of the incident.",0,"The fire at the power plant in Moscow, while significant, does not directly impact nickel production or exports, as it is not related to nickel mining or processing facilities. The event may raise general concerns about safety and infrastructure in Russia, but it lacks the direct implications for nickel supply or demand that would lead to a notable change in global nickel prices. Therefore, its impact is minimal compared to more severe events like military actions affecting critical infrastructure. 

Score: 0",-1,187,0.5454545454545454,1.7906021639331042
