Date,소비지_정책및규제_미국_impact_score_sum,소비지_정책및규제_미국_impact_score_mean,소비지_정책및규제_미국_pos_frequency,소비지_정책및규제_미국_neg_frequency,소비지_정책및규제_미국_zero_frequency,소비지_정책및규제_미국_sentiment
2021-09-24 00:00:00,-2.0,-0.13333333333333333,0,1,14,-1
2021-10-01 00:00:00,10.0,1.0,2,0,8,1
2021-10-08 00:00:00,5.0,0.45454545454545453,1,0,10,1
2021-10-15 00:00:00,0.0,0.0,0,0,5,0
2021-10-22 00:00:00,-2.0,-0.13333333333333333,2,3,10,-1
2021-10-29 00:00:00,0.0,0.0,0,0,8,0
2021-11-05 00:00:00,0.0,0.0,0,0,18,0
2021-11-12 00:00:00,0.0,0.0,0,0,14,0
2021-11-19 00:00:00,10.0,0.625,2,0,14,1
2021-11-26 00:00:00,0.0,0.0,0,0,7,0
2021-12-03 00:00:00,0.0,0.0,0,0,5,0
2021-12-10 00:00:00,-2.0,-0.16666666666666666,0,1,11,-1
2021-12-17 00:00:00,5.0,0.4166666666666667,1,0,11,1
2021-12-24 00:00:00,-5.0,-0.3333333333333333,0,1,14,-1
2021-12-31 00:00:00,5.0,1.0,1,0,4,1
2022-01-07 00:00:00,0.0,0.0,0,0,7,0
2022-01-14 00:00:00,10.0,0.7692307692307693,2,0,11,1
2022-01-21 00:00:00,-5.0,-0.625,0,1,7,-1
2022-01-28 00:00:00,2.0,0.2222222222222222,1,1,7,1
2022-02-04 00:00:00,10.0,0.625,2,0,14,1
2022-02-11 00:00:00,5.0,0.45454545454545453,1,0,10,1
2022-02-18 00:00:00,10.0,1.25,1,0,7,1
2022-02-25 00:00:00,26.0,2.3636363636363638,5,0,6,1
2022-03-04 00:00:00,19.0,1.0555555555555556,5,1,12,1
2022-03-11 00:00:00,14.0,1.4,2,0,8,1
2022-03-18 00:00:00,25.0,2.0833333333333335,4,1,7,1
2022-03-25 00:00:00,11.0,1.1,2,0,8,1
2022-04-01 00:00:00,29.0,1.6111111111111112,8,2,8,1
2022-04-08 00:00:00,0.0,0.0,0,0,5,0
2022-04-15 00:00:00,20.0,1.4285714285714286,3,0,11,1
2022-04-22 00:00:00,5.0,0.7142857142857143,1,0,6,1
2022-04-29 00:00:00,15.0,0.7894736842105263,4,1,14,1
2022-05-06 00:00:00,6.0,0.4,4,1,10,1
2022-05-13 00:00:00,-1.0,-0.1,0,1,9,-1
2022-05-20 00:00:00,0.0,0.0,0,0,8,0
2022-05-27 00:00:00,7.0,0.6363636363636364,2,1,8,1
2022-06-03 00:00:00,28.0,2.3333333333333335,5,0,7,1
2022-06-10 00:00:00,1.0,0.058823529411764705,2,2,13,1
2022-06-17 00:00:00,1.0,0.125,1,0,7,1
2022-06-24 00:00:00,-5.0,-0.5555555555555556,1,2,6,-1
2022-07-01 00:00:00,20.0,0.9090909090909091,2,0,20,1
2022-07-08 00:00:00,2.0,0.14285714285714285,1,0,13,1
2022-07-15 00:00:00,2.0,0.125,2,1,13,1
2022-07-22 00:00:00,-4.0,-0.3076923076923077,2,1,10,-1
2022-07-29 00:00:00,0.0,0.0,0,0,18,0
2022-08-05 00:00:00,4.0,0.2222222222222222,1,0,17,1
2022-08-12 00:00:00,0.0,0.0,1,1,30,0
2022-08-19 00:00:00,0.0,0.0,1,1,38,0
2022-08-26 00:00:00,0.0,0.0,0,0,25,0
2022-09-02 00:00:00,-2.0,-0.09090909090909091,0,1,21,-1
2022-09-09 00:00:00,15.0,0.6818181818181818,2,0,20,1
2022-09-16 00:00:00,10.0,0.6666666666666666,1,0,14,1
2022-09-23 00:00:00,0.0,0.0,0,0,21,0
2022-09-30 00:00:00,0.0,0.0,0,0,13,0
2022-10-07 00:00:00,-5.0,-0.3333333333333333,0,1,14,-1
2022-10-14 00:00:00,10.0,0.6666666666666666,2,0,13,1
2022-10-21 00:00:00,5.0,0.38461538461538464,1,0,12,1
2022-10-28 00:00:00,-3.0,-0.2,0,1,14,-1
2022-11-04 00:00:00,11.0,0.6875,3,2,11,1
2022-11-11 00:00:00,6.0,0.5,2,1,9,1
2022-11-18 00:00:00,-4.0,-0.14285714285714285,1,1,26,-1
2022-11-25 00:00:00,-2.0,-0.4,0,1,4,-1
2022-12-02 00:00:00,7.0,0.7,2,1,7,1
2022-12-09 00:00:00,2.0,0.2222222222222222,3,3,3,1
2022-12-16 00:00:00,-7.0,-0.3333333333333333,1,2,18,-1
2022-12-23 00:00:00,2.0,0.11764705882352941,2,3,12,1
2022-12-30 00:00:00,5.0,0.4166666666666667,1,0,11,1
2023-01-06 00:00:00,20.0,1.4285714285714286,2,0,12,1
2023-01-13 00:00:00,10.0,0.4166666666666667,1,0,23,1
2023-01-20 00:00:00,0.0,0.0,0,0,5,0
2023-01-27 00:00:00,5.0,0.22727272727272727,2,2,18,1
2023-02-03 00:00:00,5.0,0.21739130434782608,3,3,17,1
2023-02-10 00:00:00,17.0,1.0,4,0,13,1
2023-02-17 00:00:00,3.0,0.23076923076923078,3,1,9,1
2023-02-24 00:00:00,14.0,0.6086956521739131,6,5,12,1
2023-03-03 00:00:00,12.0,1.0,2,0,10,1
2023-03-10 00:00:00,-4.0,-0.16666666666666666,1,1,22,-1
2023-03-17 00:00:00,2.0,0.06451612903225806,2,2,27,1
2023-03-24 00:00:00,6.0,0.75,1,0,7,1
2023-03-31 00:00:00,0.0,0.0,0,0,18,0
2023-04-07 00:00:00,5.0,0.2631578947368421,2,1,16,1
2023-04-14 00:00:00,5.0,0.21739130434782608,4,3,16,1
2023-04-21 00:00:00,2.0,0.07407407407407407,1,1,25,1
2023-04-28 00:00:00,8.0,0.4,1,0,19,1
2023-05-05 00:00:00,2.0,0.09090909090909091,1,0,21,1
2023-05-12 00:00:00,5.0,0.23809523809523808,1,0,20,1
2023-05-19 00:00:00,5.0,0.20833333333333334,1,0,23,1
2023-05-26 00:00:00,0.0,0.0,2,2,21,0
2023-06-02 00:00:00,5.0,0.21739130434782608,1,0,22,1
2023-06-09 00:00:00,-5.0,-0.17857142857142858,0,1,27,-1
2023-06-16 00:00:00,-5.0,-0.19230769230769232,2,3,21,-1
2023-06-23 00:00:00,3.0,0.21428571428571427,1,1,12,1
2023-06-30 00:00:00,23.0,1.2105263157894737,4,0,15,1
2023-07-07 00:00:00,13.0,1.0,2,1,10,1
2023-07-14 00:00:00,-5.0,-0.2,0,1,24,-1
2023-07-21 00:00:00,0.0,0.0,0,0,12,0
2023-07-28 00:00:00,23.0,0.7666666666666667,3,1,26,1
2023-08-04 00:00:00,28.0,1.4736842105263157,4,1,14,1
2023-08-11 00:00:00,17.0,0.5666666666666667,4,0,26,1
2023-08-18 00:00:00,5.0,0.125,1,0,39,1
2023-08-25 00:00:00,18.0,0.9473684210526315,4,0,15,1
2023-09-01 00:00:00,10.0,0.9090909090909091,2,0,9,1
2023-09-08 00:00:00,10.0,0.5,3,0,17,1
2023-09-15 00:00:00,4.0,0.18181818181818182,2,2,18,1
2023-09-22 00:00:00,0.0,0.0,0,0,24,0
2023-09-29 00:00:00,0.0,0.0,0,0,22,0
2023-10-06 00:00:00,-15.0,-0.8823529411764706,0,3,14,-1
2023-10-13 00:00:00,3.0,0.12,2,1,22,1
2023-10-20 00:00:00,16.0,0.8,4,0,16,1
2023-10-27 00:00:00,7.0,0.4375,4,2,10,1
2023-11-03 00:00:00,0.0,0.0,1,1,26,0
2023-11-10 00:00:00,5.0,0.16129032258064516,1,1,29,1
2023-11-17 00:00:00,10.0,0.5555555555555556,2,0,16,1
2023-11-24 00:00:00,14.0,0.7368421052631579,5,2,12,1
2023-12-01 00:00:00,0.0,0.0,2,2,32,0
2023-12-08 00:00:00,17.0,0.5151515151515151,6,2,25,1
2023-12-15 00:00:00,19.0,0.7307692307692307,5,0,21,1
2023-12-22 00:00:00,10.0,0.47619047619047616,1,0,20,1
2023-12-29 00:00:00,0.0,0.0,0,0,9,0
2024-01-05 00:00:00,5.0,0.29411764705882354,1,0,16,1
2024-01-12 00:00:00,8.0,0.4,2,1,17,1
2024-01-19 00:00:00,0.0,0.0,0,0,25,0
2024-01-26 00:00:00,6.0,0.2222222222222222,3,3,21,1
2024-02-02 00:00:00,-7.0,-0.2413793103448276,2,4,23,-1
2024-02-09 00:00:00,14.0,0.3888888888888889,3,1,32,1
2024-02-16 00:00:00,22.0,0.7096774193548387,8,3,20,1
2024-02-23 00:00:00,4.0,0.11764705882352941,3,2,29,1
2024-03-01 00:00:00,4.0,0.11428571428571428,2,2,31,1
2024-03-08 00:00:00,0.0,0.0,5,4,22,0
2024-03-15 00:00:00,25.0,0.8928571428571429,3,0,25,1
2024-03-22 00:00:00,10.0,0.2702702702702703,3,2,32,1
2024-03-29 00:00:00,33.0,0.6346153846153846,6,0,46,1
2024-04-05 00:00:00,6.0,0.15789473684210525,2,1,35,1
2024-04-12 00:00:00,21.0,0.65625,6,1,25,1
2024-04-19 00:00:00,18.0,0.6428571428571429,3,0,25,1
2024-04-26 00:00:00,4.0,0.14285714285714285,3,2,23,1
2024-05-03 00:00:00,10.0,0.3333333333333333,2,1,27,1
2024-05-10 00:00:00,9.0,0.3103448275862069,2,1,26,1
2024-05-17 00:00:00,-61.0,-1.0517241379310345,6,14,38,-1
2024-05-24 00:00:00,3.0,0.0967741935483871,6,3,22,1
2024-05-31 00:00:00,1.0,0.045454545454545456,2,1,19,1
2024-06-07 00:00:00,18.0,1.0,3,0,15,1
2024-06-14 00:00:00,32.0,1.103448275862069,5,0,24,1
2024-06-21 00:00:00,9.0,0.28125,1,1,30,1
2024-06-28 00:00:00,-4.0,-0.12903225806451613,0,1,30,-1
2024-07-05 00:00:00,-4.0,-0.19047619047619047,3,3,15,-1
2024-07-12 00:00:00,10.0,0.5263157894736842,5,2,12,1
2024-07-19 00:00:00,0.0,0.0,2,2,24,0
2024-07-26 00:00:00,4.0,0.13333333333333333,3,2,25,1
2024-08-02 00:00:00,9.0,0.34615384615384615,2,1,23,1
2024-08-09 00:00:00,-5.0,-0.17857142857142858,1,2,25,-1
2024-08-16 00:00:00,-10.0,-0.2222222222222222,6,7,32,-1
2024-08-23 00:00:00,15.0,0.8333333333333334,4,1,13,1
2024-08-30 00:00:00,-6.0,-0.3,2,2,16,-1
2024-09-06 00:00:00,-2.0,-0.06666666666666667,1,1,28,-1
2024-09-13 00:00:00,42.0,0.9767441860465116,8,2,33,1
2024-09-20 00:00:00,13.0,0.35135135135135137,7,2,28,1
2024-09-27 00:00:00,20.0,0.39215686274509803,6,2,43,1
2024-10-04 00:00:00,-12.0,-0.3870967741935484,1,4,26,-1
2024-10-11 00:00:00,10.0,0.4166666666666667,3,1,20,1
2024-10-18 00:00:00,7.0,0.2413793103448276,3,1,25,1
2024-10-25 00:00:00,22.0,0.6285714285714286,6,4,25,1
2024-11-01 00:00:00,32.0,0.7272727272727273,8,2,34,1
2024-11-08 00:00:00,-18.0,-0.19148936170212766,14,17,63,-1
2024-11-15 00:00:00,-36.0,-0.5538461538461539,6,13,46,-1
2024-11-22 00:00:00,3.0,0.05084745762711865,9,12,38,1
2024-11-29 00:00:00,10.0,0.35714285714285715,5,3,20,1
2024-12-06 00:00:00,94.0,2.1363636363636362,11,1,32,1
2024-12-13 00:00:00,53.0,1.2045454545454546,14,5,25,1
2024-12-20 00:00:00,24.0,0.4897959183673469,11,10,28,1
2024-12-27 00:00:00,22.0,2.4444444444444446,5,3,1,1
