제목,링크,출처,날짜,설명
Canada Nickel Announces Creation of 'ExploreCo' Subsidiary with Spin-out of Eastern Exploration Properties and Consolidation of Crawford Regional Land Package,https://www.prnewswire.com/news-releases/canada-nickel-announces-creation-of-exploreco-subsidiary-with-spin-out-of-eastern-exploration-properties-and-consolidation-of-crawford-regional-land-package-302190607.html,2024. 7. 8.,날짜 없음,"Canada Nickel and Noble will contribute certain mining properties, including the existing Mann joint venture, into a new private company (ExploreCo)"
Resources and energy quarterly: June 2024,https://www.industry.gov.au/publications/resources-and-energy-quarterly-june-2024,2024. 7. 1.,날짜 없음,"The Resources and energy quarterly (REQ) contains the Office of the Chief Economist's forecasts for the value, volume and price of Australia's major resources..."
More Nickel in the USA: Talon Metals Announces Royalty Agreement with Triple Flag for US$8 Million,https://www.newsfilecorp.com/release/215520/More-Nickel-in-the-USA-Talon-Metals-Announces-Royalty-Agreement-with-Triple-Flag-for-US8-Million,2024. 7. 5.,날짜 없음,"Talon Nickel (USA) LLC (Talon Nickel), a wholly-owned subsidiary of Talon, has agreed to grant an additional net smelter returns royalty to a subsidiary of..."
Ardea launches DFS drilling for giant WA nickel play,https://www.smh.com.au/business/companies/ardea-launches-dfs-drilling-for-giant-wa-nickel-play-20240704-p5jr6j.html,2024. 7. 4.,날짜 없음,Ardea Resources has kicked off DFS drilling planned to stretch 51745m at the Kalgoorlie nickel project it now shares with a giant Japanese consortium.
Harita Nickel eyes participation in national EV supply chain - Companies,http://www.thejakartapost.com/business/2024/07/01/harita-nickel-eyes-participation-in-national-ev-supply-chain.html,2024. 7. 1.,날짜 없음,Publicly listed mining giant PT Trimegah Bangun Persada (Harita Nickel) president director Roy Arman Arfandy spoke to The Jakarta Post's Divya Karyza and...
"LME volumes hit 10-year high in second quarter, led by nickel",https://www.mining.com/web/lme-volumes-hit-10-year-high-in-second-quarter-led-by-nickel/,2024. 7. 4.,날짜 없음,Nickel volumes have rebounded this year after languishing since a March 2022 price spike that caused the LME to suspend trading.
Centaurus Metals to increase Brazilian nickel concentrate production following positive Jaguar feasibility study,https://smallcaps.com.au/centaurus-metals-brazilian-nickel-concentrate-jaguar-feasibility-study/,2024. 7. 2.,날짜 없음,Centaurus Metals (ASX: CTM) is preparing to step up activities at its Jaguar nickel sulphide project in northern Brazil after receiving positive feasibility...
"Canada Nickel spins out eastern properties, consolidates Crawford land",https://www.mining.com/canada-nickel-launches-subsidiary-spins-out-eastern-properties-consolidates-crawford-land/,2024. 7. 8.,날짜 없음,"Canada Nickel (TSXV: CNC) has announced an initiative to consolidate and propel its exploration properties located northeast of Timmins, Ontario."
Talon Metals grants additional royalty on Tamarack nickel-copper project,https://www.mining.com/talon-metals-grants-additional-royalty-on-tamarack-nickel-copper-project/,2024. 7. 8.,날짜 없음,"The royalty is payable on the Tamarack nickel-copper-cobalt project in Minnesota, a joint venture between Talon (51%) and Rio Tinto (49%)."
Eramet and Huayou explore EV nickel partnership in Indonesia,https://www.mining.com/web/eramet-and-huayou-explore-ev-nickel-partnership-in-indonesia/,2024. 7. 5.,날짜 없음,French miner Eramet SA is exploring a partnership with Zhejiang Huayou Cobalt Co. to produce battery-grade nickel in Indonesia.
Oaktree trading house squares off against shareholders for nickel mine,https://www.afr.com/companies/financial-services/oaktree-trading-house-squares-off-against-shareholders-for-nickel-mine-20240701-p5jq4j,2024. 7. 1.,날짜 없음,"Commodities trader Hartree Partners is trying to pluck a Tasmanian nickel miner out of insolvency, but it is staring down opposition from a minority..."
Canada puts its big miners off limits just as M&A is heating up,https://www.mining.com/web/canada-puts-its-big-miners-off-limits-just-as-ma-is-heating-up/,2024. 7. 6.,날짜 없음,Foreign takeovers of mining companies have been a touchy topic ever since a wave of deals 18 years ago took out some of the country's biggest players.
The Golden Girl is Back on Top: Julia Krajewski Wins Aachen with Underdog Nickel 21,https://eventingnation.com/the-golden-girl-is-back-on-top-julia-krajewski-wins-aachen-with-underdog-nickel-21/,2024. 7. 6.,날짜 없음,"If you can expect anything from the cross-country finale of CHIO Aachen's star-studded, invitation-only CCIO4*-S, it is simply this – the unexpected."
Ramp Metals plunges after new gold assays in Saskatchewan,https://www.mining.com/ramp-metals-plunges-after-assays-fail-to-repeat-saskatchewan-gold-discovery/,2024. 7. 8.,날짜 없음,Ramp Metals (TSXV: RAMP) shares fell 35% on Monday after it reported assay results from its Rottenstone SW project in Saskatchewan that were a fraction of the...
"Tin fraud shines light on complexities, risks",https://mining.com.au/tin-fraud-shines-light-on-complexities-risks/,2024. 7. 4.,날짜 없음,"Fraudulent transactions are on the rise in the commodities market, with the latest case involving tin. Last month, it was revealed that major trading house..."
"Rare Bicentennial Quarter Valued at Nearly $99 Million USD - 8 More Gems Worth Over $499,999 Each",https://wbza.co.in/rare-bicentennial-quarter-valued-at-nearly-99-million-usd/,2024. 7. 5.,날짜 없음,"In the realm of numismatics, the discovery of a rare Bicentennial Quarter worth nearly $99 million has sent shockwaves through the collecting community."
"Chalice Mining (ASX:CHN): Its got 16Moz of 3E (Palladium, Platinum and Gold combined); so why the sell off?",https://stocksdownunder.com/article/chalice-mining-why-the-sell-off/,2024. 7. 8.,날짜 없음,We see 3 key issues. The first has been that it could cost $1.6-$2.3bn to turn into an operating mine and this is why shares fell this year.
BHP joins the lengthening list of nickel price casualties,https://www.reuters.com/markets/commodities/bhp-joins-lengthening-list-nickel-price-casualties-2024-07-16/,2024. 7. 16.,날짜 없음,"Australia's BHP Group (BHP.AX) is the latest victim of a two-year price slump, which has seen London Metal Exchange (LME) three-month nickel tumble."
Why Nickel Price Slump has hit BHP so Hard,https://miningdigital.com/operations/why-nickel-price-slump-has-hit-bhp-so-hard,2024. 7. 16.,날짜 없음,"Why Nickel Price Slump has hit BHP so Hard ... Nickel ore from a mine in Australia, which has been badly hit by plummeting nickel prices. ... Australian mining..."
Diversifying Investment in Indonesia’s Mining Sector,https://www.csis.org/analysis/diversifying-investment-indonesias-mining-sector,2024. 7. 11.,날짜 없음,"Indonesia is the world's largest nickel producer and produces significant quantities of copper, cobalt, tin, and gold."
"BHP halts Western Australia nickel mines on weak prices, glut",https://www.mining.com/bhp-halts-western-australia-nickel-mines-on-weak-prices-glut/,2024. 7. 11.,날짜 없음,"BHP is halting its Western Australia nickel operations starting in October, as the world's largest miner struggles to navigate challenges posed by a..."
Nickel is a sobering reminder of commodity fortunes,https://www.afr.com/policy/economy/nickel-is-a-sobering-reminder-of-commodity-fortunes-20240709-p5js8s,2024. 7. 12.,날짜 없음,Australia has been showered with resources export wealth for nearly 20 years. BHP's nickel operations show we still have to get the basics of cost and...
How the U.S. Government Can Support the Development of Domestic Production Capacity for the Battery Supply Chain,https://fas.org/publication/critical-thinking-on-critical-minerals/,2024. 7. 9.,날짜 없음,"Access to critical minerals supply chains will be crucial to the clean energy transition in the United States. Batteries for electric vehicles,..."
Production of nickel ore in Indonesia 2013-2022,https://www.statista.com/statistics/707267/production-of-nickel-ore-in-indonesia/,2024. 7. 12.,날짜 없음,"In 2022, approximately 98.19 million metric tons of nickel ore were produced in Indonesia, indicating a significant increase from the previous year."
Will BHP's Nickel West closure affect the Big Australian's share price?,https://www.marketindex.com.au/news/will-bhps-nickel-west-closure-affect-the-big-australians-share-price,2024. 7. 12.,날짜 없음,Key Points ... BHP (ASX: BHP) has finally pulled the plug for its loss-making Nickel West operations in Western Australia after sinking US$3 billion into the...
LME Returns to Court Over $12 Billion Nickel Trading Fiasco,https://oilprice.com/Metals/Commodities/LME-Returns-to-Court-Over-12-Billion-Nickel-Trading-Fiasco.html,2024. 7. 10.,날짜 없음,The London Metal Exchange (LME) is back in court this week as it seeks to defend against Elliott Investment Management's application to appeal the nickel case.
BHP to suspend WA nickel assets amid weak commodity prices and global oversupply,https://smallcaps.com.au/bhp-suspend-wa-nickel-assets-weak-commodity-prices-oversupply/,2024. 7. 12.,날짜 없음,The company said at the time that it expected to report a US$200m loss from the Nickel West operations for the first half and estimated it would cost about US...
Western Australia Nickel to temporarily suspend operations,https://www.bhp.com/news/media-centre/releases/2024/07/western-australia-nickel-to-temporarily-suspend-operations,2024. 7. 11.,날짜 없음,BHP announces that the Nickel West operations and West Musgrave project (Western Australia Nickel) will be temporarily suspended from October 2024.
Global oversupply forces BHP to suspend Australia nickel production,https://www.miningweekly.com/article/global-oversupply-forces-bhp-to-suspend-australia-nickel-production-2024-07-11,2024. 7. 11.,날짜 없음,"Commodities major BHP on Thursday announced the suspension of production at its Western Australian nickel operations, citing a global oversupply in nickel..."
BHP to suspend Western Australia nickel operations amid Indonesia's supply glut,http://www.thejakartapost.com/business/2024/07/12/bhp-to-suspend-western-australia-nickel-operations-amid-indonesias-supply-glut.html,2024. 7. 12.,날짜 없음,"ustralia's BHP Group will temporarily suspend its Nickel West operations and West Musgrave project from October, the miner said on Thursday,..."
BHP to suspend Australia nickel operations amid Indonesia-fed glut,https://asia.nikkei.com/Business/Markets/Commodities/BHP-to-suspend-Australia-nickel-operations-amid-Indonesia-fed-glut,2024. 7. 11.,날짜 없음,"Australian mining giant BHP will suspend its domestic nickel operations, including the country's only smelter for the key battery metal, from October."
Nickel slump drives BHP to shutter WA operation,https://mining.com.au/nickel-slump-drives-bhp-to-shutter-wa-operation/,2024. 7. 12.,날짜 없음,BHP is mothballing its Western Australian nickel operations citing oversupply and lower forward consensus prices for the battery metal.
"BHP to close Nickel West mines until 2027, blaming global oversupply of nickel",https://www.abc.net.au/news/2024-07-11/bhp-to-close-nickel-west-mines-until-2027/104087638,2024. 7. 11.,날짜 없음,"Mining giant BHP has announced it's putting its WA nickel mines on ice for at least three years, blaming an ""oversupply in the global nickel market."""
World’s top miner BHP shutters nickel pits as electric car sales slow,https://www.thetimes.com/business-money/companies/article/bhp-suspends-nickel-mining-operations-in-western-australia-bhp-share-price-news-australia-nickel-5fj7k776f,2024. 7. 11.,날짜 없음,The mining business BHP has announced the suspension of its Australian nickel operations as an oversupplied global market caused a drop in prices of the...
3000 jobs on the line as BHP suspends nickel operations,https://www.theaustralian.com.au/business/mining-energy/bhp-temporarily-suspends-nickel-production-citing-over-supply/news-story/2d771a3d68de5ca9338caf561b5ed5f9,2024. 7. 11.,날짜 없음,"BHP has put 3000 jobs on the block at its Nickel West operations, confirming on Thursday it will mothball the troubled division and try to wait out the..."
Oversupply forces BHP to suspend Western Australia nickel operations,https://www.reuters.com/markets/commodities/bhp-temporarily-suspend-western-australia-nickel-operations-2024-07-11/,2024. 7. 11.,날짜 없음,"Australia's BHP Group will suspend its Western Australia nickel operations from October, the miner said on Thursday, as it reels from a plunge in metal..."
BHP shuts nickel business to arrest losses,https://www.afr.com/companies/mining/bhp-shuts-down-nickel-business-arresting-losses-20240711-p5jsyq,2024. 7. 11.,날짜 없음,BHP will suspend nickel mining after massive losses in a move that casts doubt over thousands of jobs in Western Australia and will inflame tensions with...
BHP to shut Aussie nickel assets as impairments rise to $3.8bn,https://www.miningmx.com/news/base-metals/57482-bhp-to-shut-aussie-nickel-assets-as-impairments-rise-to-3-8bn/,2024. 7. 11.,날짜 없음,"BHP is to suspend its Australian nickel production until 2027 at least, saying it was unable to “ovecome the substantial economic challenges” of global..."
Glencore warns of nickel job losses unless labour costs controlled,https://www.afr.com/companies/mining/ripple-effects-of-bhp-s-nickel-closure-hit-lynas-glencore-20240712-p5jt3g,2024. 7. 12.,날짜 없음,"BHP's decision to shut its nickel mines, smelter and refinery is already being felt across families, communities and other mining companies and businesses."
"BHP's Nickel West closure could mark end of Australian nickel industry, analyst says",https://www.abc.net.au/news/2024-07-12/bhp-nickel-west-closure-job-cuts-goldfields-perth/104089362,2024. 7. 12.,날짜 없음,An independent mining analyst thinks the decision to close BHP's Nickel West operation could be the 'death knell' for the Australian industry.
Workers and residents in WA Goldfields reeling over BHP's decision to mothball Nickel West operation,https://www.abc.net.au/news/2024-07-13/bhp-nickel-west-mine-closures-impact-on-people-leinster-kwinana/104092170,2024. 7. 12.,날짜 없음,"To some, it was no surprise — perhaps it was even inevitable — that BHP would choose to close its WA nickel mines and smelters. But the decision has left..."
WA to feel impact of BHP nickel call for years to come,https://www.theaustralian.com.au/business/mining-energy/bhps-decision-to-close-nickel-west-may-have-been-inevitable-but-the-impact-will-linger-for-years/news-story/9ba49c6e0bc871a2bbbc1eece5272a4a,2024. 7. 12.,날짜 없음,"BHP's decision to mothball its WA nickel division will send shockwaves through the state's industry for months, as workers, contractors and other miners assess..."
BHP shuts nickel operations as oversupply ends turnaround tale,https://stockhead.com.au/resources/bhp-shuts-nickel-operations-as-oversupply-ends-turnaround-tale/,2024. 7. 11.,날짜 없음,BHP will close its Nickel operations until at least 2027 after a supply rush of the EV metal from Indonesia crippled higher cost operations.
PM disappointed with BHP nickel shutdown: ‘We’ll be holding them to account’,https://www.smh.com.au/business/companies/thousands-of-jobs-at-risk-as-bhp-moves-to-shut-down-nickel-operations-20240711-p5jsyr.html,2024. 7. 11.,날짜 없음,BHP has promised to offer redeployment to 1600 front-line staff after closing its WA nickel despite help offered by the state and federal governments.
BHP to Suspend Australian Nickel Operations Amid Glut of EV Metal,https://www.wsj.com/business/bhp-to-suspend-australian-nickel-operations-amid-market-slump-75593d6f,2024. 7. 11.,날짜 없음,"BHP Group will shutter its Australian nickel operations later this year due to a global glut of the metal, one of the key ingredients in batteries for electric..."
BHP’s nickel support better than first hoped: Minister,https://thenightly.com.au/business/mining/more-than-we-expected-madeleine-king-gives-bhp-the-nod-on-nickel-west-lifeline-and-echoes-market-optimism--c-15330322,2024. 7. 11.,날짜 없음,Federal Resources Minister Madeleine King says BHP's decision to mothball its WA Nickel business is 'disappointing' but agrees with the Big Australian's...
What suspending BHP’s WA nickel operations means for the industry,https://www.australianmining.com.au/what-suspending-bhps-wa-nickel-operations-means-for-the-industry/,2024. 7. 12.,날짜 없음,BHP has decided to temporarily suspend its Nickel West operations and the West Musgrave project in Western Australia amid the global nickel downturn.
IGO flags impairment in second wave of nickel pain sweeping WA,https://www.afr.com/companies/mining/igo-flags-impairment-in-second-wave-of-nickel-pain-sweeping-wa-20240716-p5ju16,2024. 7. 16.,날짜 없음,The Ivan Vella-led IGO said on Tuesday that it expected to write down the value of its exploration portfolio by up to $275 million.
"BHP announces Nickel West shutdown, threatening 3000 jobs",https://www.9news.com.au/national/mining-jobs-bhp-shuts-down-nickel-west-threatening-3000-jobs/8b0e4621-8f36-43ef-88f1-c9bb10fd657d,2024. 7. 11.,날짜 없음,"It's a sign WA's nickel industry is hanging by a thread in the face of crashing prices, an expert warns."
LTR BHP ASX: Liontown lithium supply test of faith for Tesla after BHP nickel halt,https://www.afr.com/companies/mining/liontown-lithium-supply-test-of-faith-for-tesla-after-bhp-nickel-halt-20240713-p5jtdt,2024. 7. 15.,날짜 없음,Liontown Resources is gearing up to supply Tesla with lithium a year earlier than expected; BHP is shutting down nickel mines despite a long-term supply...
What’s next after BHP suspends operations?,https://miningmagazine.com.au/whats-next-after-bhps-operations-suspension/,2024. 7. 12.,날짜 없음,"Western Australia Nickel will undergo a transition period from July 2024, with operations to be suspended in October 2024 and handover activities for temporary..."
"ASX 200 LIVE: CBA, JB Hi-Fi hit record highs; BHP suspends nickel project",https://www.afr.com/markets/equity-markets/asx-to-rally-nvidia-paces-new-wall-street-records-20240711-p5jsp6,2024. 7. 11.,날짜 없음,Local shares neared a record high after a broad rally led by CBA. BHP concludes nickel review. ANZ Bank targeted by regulator. Cettire jumps.
Monsters of Rock: Everyone wants their say on this Nickel West deal,https://stockhead.com.au/resources/monsters-of-rock-everyone-wants-their-say-on-this-nickel-west-deal/,2024. 7. 12.,날짜 없음,Politicians and big ASX customers show the fallout to come after BHP shuts Nickel West on deteriorating market conditions.
BHP puts Nickel West on ice until at least 2027,https://thenightly.com.au/business/mining/bhp-to-place-nickel-west-on-care-and-maintenance-until-at-least-2027-after-downturn-in-industry-c-15320213,2024. 7. 11.,날짜 없음,BHP is putting its Nickel West arm on care and maintenance until at least 2027 and is promising to offer new jobs to its 3000 workers at the WA asset.
"As it happened: CBA overtakes BHP as the ASX's largest company, fallout continues from BHP's nickel closure",https://www.abc.net.au/news/2024-07-12/asx-markets-business-live-news/104088882,2024. 7. 12.,날짜 없음,"Australian shares set a new record high during trade on Friday, where Commonwealth Bank stocks hit a record high, and took BHP's spot as the largest company..."
Mining meltdown puts 2500 jobs in limbo,https://www.news.com.au/finance/business/mining/bhp-suspends-nickel-west-operations-in-wa/news-story/9d3788b7f72b891166ae21e0a6f9a23b,2024. 7. 11.,날짜 없음,"Mining giant BHP will suspend its vast nickel operations in Western Australia, but has pledged to protect the livelihoods of the division's 2500-strong..."
Glencore warning as FIFO airline braces for Nickel West hit,https://thewest.com.au/business/mining/bhp-nickel-west-fifo-flyer-alliance-aviation-lynas-rare-earths-prep-for-fallout-from-suspended-operations--c-15327131,2024. 7. 11.,날짜 없음,BHP's decision to place its nickel assets on care and maintenance by December could cost it up to $9 million in lost earnings over the next two financial years.
Inside colourful billionaire’s wild and weird empire,https://www.couriermail.com.au/news/queensland/sunshine-coast/complete-business-history-of-clive-palmer-including-titanic-ii-and-qld-nickel/news-story/efc948938c2cec17d0cdd7a8f7092856,2024. 7. 11.,날짜 없음,"He's the colourful billionaire leaving quite the legacy – one way or another. These are the good, bad and bizarre tales of Clive Palmer's business empire."
TRADE REVIEW: Rise in Q3 Asian nickel prices likely to be capped on supply surplus,https://www.spglobal.com/commodity-insights/en/news-research/latest-news/metals/071824-trade-review-rise-in-q3-asian-nickel-prices-likely-to-be-capped-on-supply-surplus,2024. 7. 18.,날짜 없음,"LME 3M nickel prices rose to $19,739/mt April 22, following news of the exchange's ban on the delivery of Russian material. Prices eventually exceeded $20,000/..."
The Ultimate Guide to Nickel,https://carboncredits.com/the-ultimate-guide-to-nickel/,2024. 7. 24.,날짜 없음,Nickel is yet another mineral that is one of the key components of the lithium-ion batteries that power EVs.
In search of the elusive green nickel premium,https://www.reuters.com/markets/commodities/search-elusive-green-nickel-premium-2024-07-23/,2024. 7. 24.,날짜 없음,BHP Group's ambition to create a green nickel hub in Western Australia is on hold after the world's largest listed miner announced the entire division will...
Is nickel down but not out?,https://www.theglobeandmail.com/investing/investment-ideas/article-is-nickel-down-but-not-out/,2024. 7. 22.,날짜 없음,"Nickel prices have been falling since January of 2023 as production outpaces demand, and have dropped significantly in the past two months."
Why nickel prices hit 5-month low in first half of 2024?,https://www.bigmint.co/insights/detail/why-nickel-prices-hit-5-month-low-in-first-half-of-2024-562427,2024. 7. 22.,날짜 없음,"Recent developments in the global nickel market have witnessed a significant downturn in prices following previous highs, largely attributed to a surplus i."
First Quantum begins commercial production at Zambia nickel mine,https://www.mining.com/first-quantum-begins-commercial-production-at-zambia-nickel-mine/,2024. 7. 24.,날짜 없음,"Once at full tilt, the Enterprise mine will be a top-ten global nickel producer, churning out about 30000 tonnes of the metal a year."
Nickel Market in Turmoil: BHP to Halt Operations Due to Price Plunge,https://carboncredits.com/nickel-market-in-turmoil-bhp-to-halt-operations-due-to-price-plunge/,2024. 7. 18.,날짜 없음,"BHP Group Ltd., one of the largest mining companies, announced the suspension of its Nickel West operations and West Musgrave nickel project in Western..."
BHP Suspends Nickel West Operations and West Musgrave Project,https://investingnews.com/bhp-suspends-western-australia-nickel/,2024. 7. 18.,날짜 없음,The company has decided to put its Nickel West operations and West Musgrave project on hold due to the muted nickel price environment.
Indonesia’s critical minerals strategy needs critical ambition,https://eastasiaforum.org/2024/07/20/indonesias-critical-minerals-strategy-needs-critical-ambition/,2024. 7. 20.,날짜 없음,"Indonesia must advocate for investment in new processing facilities, expand its refining capacity and form strategic alliances with other resource-rich..."
Budget 2024: Zero import duty on ferro-nickel to ease strain on stainless steel,https://www.moneycontrol.com/news/business/budget-2024-zero-import-duty-on-ferro-nickel-to-ease-strain-on-stainless-steel-12775959.html,2024. 7. 23.,날짜 없음,"The customs duty on ferro nickel has been slashed from 2.5% to zero, making it duty-free. Duty exemption on ferrous scrap has been extended to March 2026."
"Lifezone Metals Produces First-Ever Nickel, Copper and Cobalt from Kabanga Nickel Project",https://www.juniorminingnetwork.com/junior-miner-news/press-releases/3281-nyse/lzm/164524-lifezone-metals-produces-first-ever-nickel-copper-and-cobalt-from-kabanga-nickel-project.html,2024. 7. 23.,날짜 없음,"Lifezone has produced nickel, copper and cobalt cathode samples via the semi-continuous pilot scale refinery test work underway at the Company's Simulus..."
Liquidator for Clive Palmer's former company Queensland Nickel says creditors paid in full,https://www.abc.net.au/news/2024-07-25/queensland-nickel-creditors-paid-clive-palmer-refinery-business/104138708,2024. 7. 24.,날짜 없음,"After eight years of financial heartbreak and court battles, the liquidator of Clive Palmer's Queensland Nickel refinery says it has paid the company's..."
Budget 2024: Jindal Stainless seeks zero customs duty on ferro nickel,https://www.business-standard.com/budget/news/budget-2024-jindal-stainless-seeks-zero-customs-duty-on-ferro-nickel-124072100351_1.html,2024. 7. 21.,날짜 없음,Jindal Stainless has urged the government to remove the customs duty on ferro nickel and molybdenum in the upcoming Budget to ensure the industry's access...
Country wipes out Aussie industry,https://www.news.com.au/finance/work/at-work/australian-nickel-industry-wiped-out-bhp-halts-nickel-mining-impacting-2500-jobs/news-story/43b577dd92e748ee1b1157d327e99f09,2024. 7. 17.,날짜 없음,Australia's nickel industry has been driven to its knees as its Indonesian competitor ramps up production at much cheaper prices.
"South32 tumbles after $818 million alumina, nickel writedown",https://www.mining.com/web/south32-tumbles-after-818-million-alumina-nickel-writedown/,2024. 7. 21.,날짜 없음,South32 Ltd. shares fell sharply on Monday after the Australian miner reported $818 million of impairment charges.
Insight: Western miners push for higher metals prices to ward off Chinese rivals,https://www.reuters.com/markets/commodities/western-miners-push-higher-metals-prices-ward-off-chinese-rivals-2024-07-22/,2024. 7. 22.,날짜 없음,"The only U.S. cobalt mine sits fallow in the northern Idaho woods, a mothballed hunk of steel and dirt that is too expensive for its owner to operate..."
First Atlantic Nickel Receives Drilling Permits Over Multiple Awaruite Nickel Zones Along 30km District Trend,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2865-tsx-venture/fan/164282-first-atlantic-nickel-receives-drilling-permits-over-multiple-awaruite-nickel-zones-along-30-km-district-trend.html,2024. 7. 17.,날짜 없음,The 2024 exploration program will prioritize multiple zones within the 30 km nickel-bearing trend that exhibit the strongest awaruite nickel occurrences.
"Vedanta wins bids for Nickel, Chromium, and PGE blocks in Karnataka and Bihar",https://www.moneycontrol.com/news/business/companies/vedanta-wins-bids-for-nickel-chromium-and-pge-blocks-in-karnataka-and-bihar-12773896.html,2024. 7. 21.,날짜 없음,"Vedanta has been declared the 'Preferred Bidder' for two significant mining blocks: the Gollarahatti-Mallenahalli Nickel Chromium and PGE Block, and the..."
"Indonesia to launch nickel, tin online tracking system next week",https://www.reuters.com/markets/commodities/indonesia-launch-nickel-tin-online-tracking-system-next-week-2024-07-18/,2024. 7. 18.,날짜 없음,"Indonesia will launch an online tracking system next week for nickel and tin shipments to increase government revenue and improve mining governance,..."
Vale to open new copper-nickel mine in Ontario,https://www.mining.com/vale-to-open-new-copper-nickel-mine-in-ontario/,2024. 7. 22.,날짜 없음,"The new Stobie mine will produce nickel and copper, with an initial production target of 300,000 tonnes nickel and copper this year, ramping up to 1.5..."
Nathan’s Famous hot dogs are 5 cents today,https://pix11.com/news/local-news/nathans-famous-hot-dogs-are-5-cents-today/,2024. 7. 17.,날짜 없음,"NEW YORK (PIX11) — In honor of National Hot Dog Day, Nathan's Famous is selling its franks for their original price of $0.05. Customers can only buy two..."
"Jindal Stainless calls for tax relief on ferro nickel, molybdenum in upcoming budget",https://www.manufacturingtodayindia.com/jindal-stainless-calls-for-tax-relief-on-ferro-nickel-molybdenum-in-upcoming-budget,2024. 7. 22.,날짜 없음,Jindal Stainless has requested the government to eliminate customs duties on ferro nickel and molybdenum in the upcoming Budget.
Panasonic Energy and CSIRO collaboration aims to develop new nickel recovery methods,https://smallcaps.com.au/panasonic-energy-csiro-collaboration-develop-new-nickel-recovery-methods/,2024. 7. 23.,날짜 없음,Global battery technology specialist Panasonic Energy is joining forces with Australia's national science agency CSIRO to initiate studies into new recovery...
LFP to struggle against NMC in Europe and US – Bain,https://www.evinfocus.com/lfp-to-struggle-against-nmc-in-europe-and-us-bain/,2024. 7. 18.,날짜 없음,Adoption rates of lithium iron phosphate (LFP) cathode chemistry as an alternative to nickel manganese cobalt (NMC) in EV batteries will lag in Europe and the...
Lynas puts the acid on Labor after BHP halts nickel work,https://www.afr.com/companies/mining/lynas-puts-the-acid-on-labor-after-bhp-halts-nickel-work-20240723-p5jvuz,2024. 7. 23.,날짜 없음,"Lynas Rare Earths says the Albanese government should contribute funding to a chemical plant that would supply sulphuric acid, after the end of supplies from..."
