제목,링크,출처,날짜,설명
"Perseverance Metals Enters into Option Agreement with Altius Minerals and Bitterroot Resources to Acquire Voyageur Nickel Project in Michigan, USA",https://www.juniorminingnetwork.com/newswire/145827-perseverance-metals-enters-into-option-agreement-with-altius-minerals-and-bitterroot-resources-to-acquire-voyageur-nickel-project-in-michigan-usa.html,2023. 8. 1.,날짜 없음,"The Option Agreement gives Perseverance the exclusive option until December 31, 2025 to earn a 100% interest in the Voyageur Project from Altius Resources..."
Top 11 Battery Metals Stocks on the TSX and TSXV,https://investingnews.com/daily/resource-investing/battery-metals-investing/lithium-investing/top-battery-metals-stocks/,2023. 8. 2.,날짜 없음,What are the top battery metals stocks? Here's a look at the battery metals companies with the biggest year-to-date gains so far in 2023.
Jess Farrell at WA Mining Club,https://www.bhp.com/news/media-centre/reports-presentations/2023/08/jess-farrell-at-wa-mining-club,2023. 8. 1.,날짜 없음,Nickel West is the largest nickel producer by volume in WA and one of the world's leading suppliers of nickel to the battery market.
Battery Recycling 'Hub' Engineering Cost Study,https://www.investegate.co.uk/announcement/rns/neometals-ltd-npv-di---nmt/battery-recycling-hub-engineering-cost-study-/7667611,2023. 8. 1.,날짜 없음,Hub ECS total capital costs of €274M (including 15% contingency) and annual operating cost of €56M have been estimated to +/-25% accuracy.
"Despite reforms, mining for EV metals in Congo exacts steep cost on workers",https://www.washingtonpost.com/world/interactive/2023/ev-cobalt-mines-congo/,2023. 8. 4.,날짜 없음,"After revelations of child labor and dire conditions in Congolese cobalt mines, automakers and mineral companies said they'd adhere to international safety..."
China’s metals and mining investment overseas to hit record in 2023 – report,https://www.mining.com/chinas-metals-and-mining-investment-overseas-to-hit-record-in-2023-report/,2023. 8. 1.,날짜 없음,"Chinese investments and new contracts in the metals and mining sector topped $10 billion during the first half of 2023, a 131% growth year-on-year."
The Metals Company announces a controversial timeline for deep sea mining that worsens the divide in an already bitter battle,https://www.cnbc.com/2023/08/04/the-metals-company-puts-out-controversial-timeline-for-deep-sea-mining.html,2023. 8. 4.,날짜 없음,"The Metals Company on Tuesday stated its timeline for moving forward to collect metal nodules off the deep seafloor, a more aggressive plan than what some..."
Princess Package Changes: Why Passengers Are Angry,https://cruisepassenger.com.au/reviews/princess-package-changes-why-passengers-are-angry/,2023. 8. 3.,날짜 없음,"Princess has introduced a new 'casual' dining category, that will serve three-course, fixed-price menus, for a fee of USD$14.99."
HOT GAT or FUDD CRAP? Nickel and Gold or Tired and Old?,https://www.thefirearmblog.com/blog/2023/08/01/hot-gat-fudd-crap-nickel-gold-tired-old/,2023. 8. 1.,날짜 없음,"Welcome everyone to the 200th Edition of 'Hot Gat or Fudd Crap?', one of our many series here on TFB. If you're new to the series, this is where we look at..."
Indonesia defends its curbs on nickel ore exports,https://borneobulletin.com.bn/page/3832/?m=pc&a=page_og_list&target_c_album_image_category_id=1,2023. 8. 7.,날짜 없음,"ANN/THE JAKARTA POST – Indonesia has stepped up its defence of its nickel ore export curbs the European Union (EU) has protested against, asserting its..."
China’s Nickel Pig Iron (NPI) Production Review In July And Forecast In August,https://news.metal.com/newscontent/102329171/China%E2%80%99s-Nickel-Pig-Iron-NPI-Production-Review-In-July-And-Forecast-In-August,2023. 8. 14.,날짜 없음,"In July 2023, China's NPI output was 32800 mt in nickel content and 766000 mt in physical content, down 2.32% from June and up 5.15% YoY."
"Japan's Nickel Matte Price Drops by 9%, Averaging $15.7 per kg",https://www.indexbox.io/blog/japan-nickel-matte-price-in-april-2023/,2023. 8. 12.,날짜 없음,"Japan's Nickel Matte Price Drops by 9%, Averaging $15.7 per kg · Japan Nickel Matte Import Price in April 2023. In April 2023, the nickel matte price amounted..."
"Stainless MMI: Outokumpu Looks to Expand After Q2 Drop, Nickel Prices Find Lower High",https://agmetalminer.com/2023/08/15/stainless-mmi-nickel-prices-find-lower-high/,2023. 8. 15.,날짜 없음,"Stainless MMI: Outokumpu Looks to Expand After Q2 Drop, Nickel Prices Find Lower High ... Although nickel prices rose more than 8% during July, prices found a..."
Major nickel discoveries remain scarce amid looming supply deficits,https://www.spglobal.com/market-intelligence/en/news-insights/research/major-nickel-discoveries-remain-scarce-amid-looming-supply-deficits,2023. 8. 10.,날짜 없음,"S&P Global Commodity Insights has identified 82 major nickel discoveries made from 1990 to 2022, containing 147 million metric tons of nickel in oxide and..."
Jokowinomics headed for a third term,https://eastasiaforum.org/2023/08/14/jokowinomics-headed-for-a-third-term/,2023. 8. 14.,날짜 없음,Indonesian President Joko Widodo will leave after he departs office in October 2024 might not be the new capital city now being built in the forests of East...
Forrest nickel boss says BHP now happy,https://www.afr.com/companies/mining/forrest-nickel-boss-says-bhp-now-happy-20230809-p5dv70,2023. 8. 9.,날짜 없음,Kalgoorlie | Forrest family-owned Wyloo Metals says its recently acquired nickel mines are running at capacity and that major customer BHP has accepted all...
Rival battery technologies race to dominate electric car market,https://www.ft.com/content/67abc929-db1a-43c3-b03a-259a4316fd76,2023. 8. 13.,날짜 없음,Two forms of lithium-ion technology are vying to dominate an industry destined to be worth hundreds of billions of dollars.
Lithium Iron Phosphate Set To Be The Next Big Thing In EV Batteries,https://www.forbes.com/sites/samabuelsamid/2023/08/16/lithium-iron-phosphate-set-to-be-the-next-big-thing-in-ev-batteries/,2023. 8. 16.,날짜 없음,More companies are developing iron-based cathode lithium batteries in North America including Our Next Energy and Metri Chem that are almost matching nickel...
Benchmark: Falling lithium prices weigh on black mass prices in China,https://www.greencarcongress.com/2023/08/20230811-blackmass.html,2023. 8. 11.,날짜 없음,"Prices for black mass material—from process scrap fell by 5% in July from a month earlier, according to Benchmark's inaugural black mass price assessment..."
Nickel Asia sees higher ore exports,https://www.philstar.com/business/2023/08/10/2287441/nickel-asia-sees-higher-ore-exports,2023. 8. 10.,날짜 없음,"Nickel Asia Corp. (NAC) is looking to outperform in terms of nickel ore exports this year amid warmer temperature, especially with the looming El Niño..."
"Tsingshan starts 50,000t nickel plant in Indonesia",https://www.mining.com/web/tsingshan-starts-50000t-nickel-plant-in-indonesia/,2023. 8. 21.,날짜 없음,"Major Chinese nickel maker Tsingshan Group has started commercial production of refined nickel in Indonesia, three sources familiar with the production told..."
BNC’s quarterly nickel output jumps 8pc,https://www.herald.co.zw/bncs-quarterly-nickel-output-jumps-8pc/,2023. 8. 18.,날짜 없음,"LISTED Bindura Nickel Corporation (BNC) recorded an 8 percent increase in nickel ore production to 11 7249 tonnes in the first quarter to June 30,..."
"Asia Pacific EV Market Size, Growth Statistics Report 2032",https://www.gminsights.com/industry-analysis/asia-pacific-electric-vehicle-market,2023. 8. 17.,날짜 없음,"Asia Pacific Electric Vehicle (EV) Market Size - By Vehicle (Two-wheelers, Passenger Cars, Commercial), By Battery (Sealed Lead Acid, Nickel Metal Hydride,..."
Barry FitzGerald: Tolga Kumova throws the right stuff at Aston Minerals’ Boomerang nickel project,https://stockhead.com.au/experts/barry-fitzgerald-tolga-kumova-throws-the-right-stuff-at-aston-minerals-boomerang-nickel-project/,2023. 8. 19.,날짜 없음,"The recent spate of capital cost blowouts and asset impairments in the ASX mining space has once again highlighted that experience in building things,..."
Indonesian Owned Nickel Company,https://en.tempo.co/read/1762832/indonesian-owned-nickel-company,2023. 8. 22.,날짜 없음,"PT Ceria Nugraha Indotama (CERIA), is a nickel mining company owned by Indonesia. The company carries out its mining activities from upstream which is..."
Price fluctuations of battery raw materials: How the automotive industry reacts and their impact on cell costs,https://www.isi.fraunhofer.de/en/blog/themen/batterie-update/batterie-rohstoffe-preis-schwankungen-wie-reagiert-automobil-industrie-auswirkungen-zellkosten.html,2023. 8. 24.,날짜 없음,Battery raw material prices fluctuate enormously. How automotive manufacturers are changing their strategies for supply contracts and what role raw material...
Bring Commodities Market Regulators into the Critical Minerals Discussion,https://www.csis.org/analysis/bring-commodities-market-regulators-critical-minerals-discussion,2023. 8. 23.,날짜 없음,"What can be done to make mineral markets less volatile, more transparent, and ready for more private capital? Commodities regulators hold a key to solving..."
Indonesia Holds Great Promise for Rapid Economic Growth,https://internationalbanker.com/finance/indonesia-holds-great-promise-for-rapid-economic-growth/,2023. 8. 21.,날짜 없음,"Indonesia, Southeast Asia's largest economy, is resolved to break out of the “always developing” middle-income trap and become a high-income,..."
"Black Mass, Black Gold, and The Truth About EV Battery Recycling",https://cleantechnica.com/2023/08/21/black-mass-black-gold-and-the-truth-about-ev-battery-recycling/,2023. 8. 21.,날짜 없음,The “black mass” that we're referring to is the residual compound formed by “shredding” li-ion batteries that have reached the end of their usable life cycle.
Nickel and gold woes hit Benguet Corp as profits halve in first half,https://bilyonaryo.com/2023/08/22/nickel-and-gold-woes-hit-benguet-corp-as-profits-halve-in-first-half/business/,2023. 8. 22.,날짜 없음,Romualdez-led Benguet Corp. saw earnings plummet by more than half in the first six months of the year as lower nickel ore prices and reduced gold...
Metals in meltdown: investors should buy now,https://moneyweek.com/investments/metals-in-meltdown-investors-should-buy-now,2023. 8. 17.,날짜 없음,"Aluminium, zinc and nickel have struggled over the past few months, says David J. Stevenson. But the best time to scoop up shares in the companies that mine..."
BHPs economic and commodity outlook,https://www.bhp.com/investors/economic-and-commodity-outlook/2023/08/bhps-economic-and-commodity-outlook,2023. 8. 22.,날짜 없음,"We expected that price formation would, on average, improve across calendar 2023 versus the second half of calendar 2022."
‘The Nickel’ returns to Fairmont State University,https://www.wdtv.com/2023/08/19/nickel-returns-fairmont-state-university/,2023. 8. 18.,날짜 없음,"In 1947, FSU students..."
Significant Drop in Germany's Lithium Carbonate Price to $13.7/kg - News and Statistics,https://www.indexbox.io/blog/germany-lithium-carbonate-price-in-may-2023/,2023. 8. 20.,날짜 없음,"In May 2023, the price of Lithium Carbonate was $13739 per ton (CIF, Germany), experiencing a decrease of -30.6% compared to the previous month."
"NYS Fair Food Hall of Fame #3: Milk, nostalgia in a 7-ounce cup for 2 dimes and a nickel",https://www.syracuse.com/statefair/2023/08/nys-fair-food-hall-of-fame-3-milk-nostalgia-in-a-7-ounce-cup-for-2-dimes-and-a-nickel.html,2023. 8. 18.,날짜 없음,"A 7-ounce cup of white or chocolate moo juice will set you back two dimes and a nickel, just as it has since 1983."
FIFO influx with major projects to add pressure on Kalgoorlie-Boulder accommodation shortage,https://www.abc.net.au/news/2023-08-19/major-projects-add-pressure-on-kalgoorlie-accommodation-shortage/102746348,2023. 8. 18.,날짜 없음,"Major construction projects in the region have mining companies scrambling to find accommodation to house the influx of FIFO workers, with at least 600 beds..."
BHP ASX: BHP says onshore smelting at heart of green metals pivot,https://www.afr.com/companies/mining/bhp-says-onshore-smelting-at-heart-of-green-metals-pivot-20230822-p5dyir,2023. 8. 22.,날짜 없음,"BHP boss Mike Henry says Australia will need to be “hyper-productive” to compete in future-facing metals such as copper and nickel, as he invests more in..."
Battery recycling firm RecycleKaro to invest Rs 100 crore to set up Nickel plant in Maharashtra,https://m.economictimes.com/industry/renewables/battery-recycling-firm-recyclekaro-to-invest-rs-100-crore-to-set-up-nickel-plant-in-maharashtra/articleshow/103010857.cms,2023. 8. 24.,날짜 없음,Lithium-ion battery recycling firm RecycleKaro on Thursday said it plans to invest Rs 100 crore for setting up a nickel plant in Maharashtra with a capacity...
Jeff Garrett: Buying the 1913 Liberty Nickel,https://coinweek.com/jeff-garrett-buying-the-1913-liberty-nickel/,2023. 8. 23.,날짜 없음,Coin dealer and numismatist Jeff Garrett reminisces on the 10th anniversary of his purchase of the Walton 1913 Liberty nickel.
Resources Top 5: Australian Silica Quartz hunts 10Mt motherlode; Aldoro delves in thick for nickel,https://stockhead.com.au/resources/top-resources-5-australian-silica-quartz-hunts-10mt-resource-aldoro-delves-in-thick-for-nickel/,2023. 8. 17.,날짜 없음,"Australian Silica Quartz is hunting a big payload in North Queensland, while Aldoro Resources is digging up thick, high-grade NSW nickel."
Magna Mining planning to reopen Sudbury's Crean Hill mine,https://www.cbc.ca/news/canada/sudbury/magna-mining-sudbury-crean-hill-mine-mineral-exploration-1.6929892,2023. 8. 18.,날짜 없음,"Magna Mining is planning to revive the Crean Hill Mine, an underground mine in Greater Sudbury that produced nickel, copper and other resources for more..."
Nickel export strategy: Philippines eyes processing plants for economic edge,https://bilyonaryo.com/2023/08/24/nickel-export-strategy-philippines-eyes-processing-plants-for-economic-edge/business/,2023. 8. 24.,날짜 없음,"The Philippines won't stop exporting nickel ore to China and other countries. Instead, the Department of Trade and Industry is looking at ways to get miners to..."
PHL’s RE-friendly minerals expected to be heavily mined,https://www.bworldonline.com/economy/2023/08/22/541086/phls-re-friendly-minerals-expected-to-be-heavily-mined/,2023. 8. 22.,날짜 없음,"MINERALS produced by the Philippines will be in heavy demand during the transition to renewable energy (RE), pointing to the need for enhanced government..."
Bengaluru-based Nsure to foray into lithium-ion cell manufacturing; 1GWh plant set to come up in Karnataka,https://etn.news/energy-storage/bengaluru-based-nsure-to-foray-into-lithium-ion-cell-manufacturing-1gwh-plant-set-to-come-up-in-karnataka,2023. 8. 24.,날짜 없음,Bengaluru-based NSure Reliable Power Solutions (Nsure) to foray into lithium-ion cell manufacturing in India with initial production capacity of 1 GWh.
Australian Mining — Can It Power All The New EVs?,https://cleantechnica.com/2023/08/20/australian-mining-can-it-power-all-the-new-evs/,2023. 8. 20.,날짜 없음,The Australian mining industry represents approximately 14% of GDP (gross domestic product). It makes up more than two-thirds of Australia's exports.
Nickel CBS August 2023 – Prices drop; China's refined nickel capacity expands,https://www.spglobal.com/market-intelligence/en/news-insights/research/nickel-cbs-august-2023-prices-drop-china-s-refined-nickel-capacity-expands,2023. 8. 31.,날짜 없음,Nickel CBS August 2023 – Prices drop; China's refined nickel capacity expands ... S&P Global Market Intelligence's Pipeline Activity Index (PAI) collapsed in June...
Hyundai Motor Group Partners with Korea Zinc on Value Chain for EV Business,https://www.hyundai.news/eu/articles/press-releases/hyundai-partners-with-korea-zinc-on-value-chain-for-ev-business.html,2023. 8. 30.,날짜 없음,"The Group will cooperate with Korea Zinc, Korea's leading non-ferrous metal smelting company, in a comprehensive collaboration across the nickel value chain."
"Hyundai Motor Group, Korea Zinc Look to Expand EV Battery Materials","https://www.environmentenergyleader.com/stories/hyundai-motor-group-korea-zinc-look-to-expand-ev-battery-materials,4591",2023. 8. 31.,날짜 없음,Hyundai Motor Group has signed an agreement with Korea Zinc for joint outsourcing of nickel raw material and collaboration across the nickel value chain.
Indonesia nickel mining quota delays due to switch back to old system – official,https://www.mining.com/web/indonesia-nickel-mining-quota-delays-due-to-switch-back-to-old-system-official/,2023. 8. 28.,날짜 없음,Prices of nickel ore in Indonesia have surged about 10% in recent weeks.
The top ten critical minerals powerhouses of the energy transition,https://www.energymonitor.ai/sectors/extractive-industries/the-top-ten-critical-minerals-powerhouses-of-the-energy-transition/,2023. 8. 30.,날짜 없음,"Four minerals – lithium, cobalt, copper and nickel – will underpin the energy transition, but which countries are sitting on the largest reserves?"
Critical Minerals Market Review 2023,https://evboosters.com/ev-charging-news/critical-minerals-market-review-2023/,2023. 8. 30.,날짜 없음,This report analyses the critical minerals market's impact on clean energy technologies and the need for secure and sustainable supplies.
Platts releases US black mass price assessments,https://www.recyclingtoday.com/news/platts-releases-us-black-mass-price-assessments/,2023. 8. 30.,날짜 없음,"Platts, part of S&P Global Commodity Insights, has launched four US spot physical black mass price assessments. Valued on a delivered-duty-paid (DDP) basis."
Indonesian nickel smelters turn to Philippines for ore as local supply tightens,https://www.reuters.com/markets/commodities/indonesian-nickel-smelters-turn-philippines-ore-local-supply-tightens-2023-08-30/,2023. 8. 30.,날짜 없음,"Nickel smelters in top producer Indonesia are making rare purchases of ore from the Philippines to ease tight supplies, people familiar with the matter said..."
LMFP battery will revolutionise affordability for EVs,https://www.crugroup.com/en/communities/thought-leadership/2023/lmfp-battery-material-will-revolutionise-energy-density-and-affordability-for-electric-vehicles/,2023. 8. 29.,날짜 없음,LMFP batteries will improve on the long-bemoaned energy density disadvantage of lithium iron phosphate (LFP) while maintaining a low-cost structure.
Nkomati Nickel mine revisited,https://www.africanmining.co.za/2023/09/01/nkomati-nickel-mine-revisited/,2023. 9. 1.,날짜 없음,Nkomati mine was South Africa's only primary nickel mine and has now been placed on care and maintenance. Dr Nicolaas C Steenkamp took a drive past to see how...
Why the electric-vehicle industry is talking about ‘black mass’,https://www.japantimes.co.jp/business/2023/08/29/tech/hyperdrive-ev-industry-black-mass/,2023. 8. 29.,날짜 없음,"""Black mass"" is just a very literal description of the intermediate product from recycling either spent electric-vehicle batteries or scrap from battery plants."
Nickel Creek Platinum shares drop as prefeasibility puts Shaw project capex at $1.7B,https://northernminer.com/news/nickel-creek-platinum-shares-drop-as-prefeasibility-puts-shaw-project-capex-at-1-7b/1003858062/,2023. 8. 25.,날짜 없음,Nickel Creek Platinum (TSX: NCP; US-OTC: NCPCF) shares fell by 16.7% to 2.5¢ each on Friday after the company released a prefeasibility study giving its...
Nickel industry pushes for streamlining of permitting process,https://www.pna.gov.ph/articles/1208730,2023. 8. 29.,날짜 없음,MANILA – The Philippines has the capacity to supply over 40 million tons of nickel ore to the global market but changes must be made in the permitting...
Lifezone reports strong results at Kabanga nickel project ahead of feasibility,https://www.mining.com/lifezone-reports-strong-results-at-kabanga-nickel-project-ahead-of-feasibility/,2023. 8. 31.,날짜 없음,"Lifezone Metals (NYSE: LZM), which is 17% held by mega-miner BHP (NYSE: BHP; LSE: BHP; ASX: BHP), has reported high-grade results from its completed infill..."
Nickel miners expect output to be little changed in 2023,https://www.bworldonline.com/economy/2023/08/29/542190/nickel-miners-expect-output-to-be-little-changed-in-2023/,2023. 8. 29.,날짜 없음,"THE Philippine Nickel Industry Association (PNIA) said nickel production is expected to be flat this year, with miners hoping to make up for a weak first..."
"Kalgoorlie-Boulder council agrees to lease land to BHP for 1,100-bed mining camp in deal worth $1.3m a year",https://www.abc.net.au/news/2023-08-29/bhp-1100-bed-mining-camp-in-kalgoorlie-gets-council-approval/102788096,2023. 8. 29.,날짜 없음,"The three-year lease agreement, which includes three one-year options, is expected to generate more than $1.3 million a year in rent and rates for the council."
Canada's critical mineral advantage and its emerging role as a key player in the EV supply chain,https://www.lexology.com/library/detail.aspx?g=278780b8-048d-49cc-9e1e-6f84d8477545,2023. 8. 31.,날짜 없음,"Canada is a major producer of primary aluminum, cobalt, diamonds, molybdenum, nickel, platinum group metals, salt, titanium concentrate, tungsten, uranium, and..."
Chalice Mining's blowout: How a high-profile scoping study went so wrong,https://www.marketindex.com.au/news/chalice-minings-blowout-how-a-high-profile-scoping-study-went-so-wrong,2023. 8. 30.,날짜 없음,Shares in Chalice Mining (ASX: CHN) cratered more than 20% on Wednesday after its long-awaited scoping study opted for lofty commodity price assumptions.
High pasta prices set to boil over as Canada's wheat withers,https://www.reuters.com/markets/commodities/high-pasta-prices-set-boil-over-canadas-wheat-withers-2023-08-30/,2023. 8. 30.,날짜 없음,"Pasta lovers must brace to pay even higher prices for their favorite dish, as drought in Canada and bad weather in Europe damages crops of durum wheat and..."
"China zooms in on Latin America, Africa in critical minerals race — report",https://www.mining.com/china-zooms-in-on-latin-america-africa-in-critical-minerals-race-report/,2023. 8. 29.,날짜 없음,"China is expected to continue building its influence over key minerals such as lithium and cobalt across the developing world, according to S&P Global."
"After a bruising response to Chalice’s Julimar PGE study, is the ‘green metals’ project ...",https://stockhead.com.au/resources/after-a-bruising-response-to-chalices-julimar-pge-study-is-the-green-metals-project-still-world-class/,2023. 8. 31.,날짜 없음,"The company's initial scoping study on its famous Julimar nickel, copper and platinum group elements discovery is a 'robust' launching pad for what will be a..."
Why a Dyson Airwrap is worth the hype and how to get over £100 off right now,https://uk.style.yahoo.com/dyson-airwrap-review-and-best-deals-112926914.html,2023. 8. 25.,날짜 없음,"The high-tech, multi-styling hair tool has been part of our beauty routine for the past three years."
Can black mass make EV manufacture sustainable?,https://techhq.com/2023/08/black-mass-electric-vehicle-manufacturers/,2023. 8. 31.,날짜 없음,... • Black mass is a by-product of EV battery recycling. • Recovering and processing the chemicals can be costly. • Recycling though could help improve the...
Crisis as metal prices tumble,https://www.newsday.co.zw/theindependent/business-digest/article/200015789/crisis-as-metal-prices-tumble,2023. 8. 25.,날짜 없음,"The price of metals, like nickel and aluminium, have plunged drastically from recent record highs, sending shock waves into the country's mining industry."
"Saietta and HCLTech develop VCU for EVs in Asia, Saietta VNA to make in India from Q3 2023",https://www.autocarpro.in/news-international/saietta-and-hcltech-develop-vcu-for-evs-in-asia-saietta-vna-to-make-in-india-from-q3-2023-116573,2023. 8. 31.,날짜 없음,"British electric drive specialist and India's HCLTech co-develop Vehicle Control Unit, which acts as the 'brain' of the EV, ensuring that key operating..."
Why Electric Car Batteries Are So Expensive To Build And Replace,https://www.slashgear.com/1376341/why-electric-car-batteries-so-expensive-to-build-replace/,2023. 8. 29.,날짜 없음,"Electric vehicles come with undeniable environmental and economic benefits: there are no tailpipe emissions to contribute to accumulating greenhouse gases,..."
Why are Domestic Battery Cathode Material Companies Concerned?,https://www.businesskorea.co.kr/news/articleView.html?idxno=201306,2023. 9. 8.,날짜 없음,"Last year, due to the surge in demand for electric vehicles (EVs), prices of core battery minerals like lithium and nickel reached a peak."
Abaxx offers sulphate solution for broken nickel market,https://www.reuters.com/markets/commodities/abaxx-offers-sulphate-solution-broken-nickel-market-2023-09-01/,2023. 9. 3.,날짜 없음,"It's been a year and a half since the London Metal Exchange (LME) nickel contract went into meltdown, forcing the suspension of trading and the..."
Prefeasibility for FPX Nickel’s Baptiste project puts NPV over $2 billion,https://www.mining.com/prefeasibility-for-fpx-nickels-baptiste-project-puts-npv-over-2-billion/,2023. 9. 6.,날짜 없음,FPX Nickel (TSXV: FPX) released a positive prefeasibility study (PFS) for its Baptiste nickel development in British Columbia. The study gives the project...
"Nickel, Lithium from Battery Recycling to Outweigh Supply from Mining in Future",https://www.businesskorea.co.kr/news/articleView.html?idxno=200946,2023. 9. 4.,날짜 없음,"Nickel and lithium produced through battery recycling will outweigh those produced through mining in 2036 and 2050, respectively, some experts forecast."
FPX Nickel Delivers PFS for Baptiste Nickel Project with After-Tax NPV of US$2.01 Billion and 18.6% IRR,https://www.newswire.ca/news-releases/fpx-nickel-delivers-pfs-for-baptiste-nickel-project-with-after-tax-npv-of-us-2-01-billion-and-18-6-irr-874526657.html,2023. 9. 6.,날짜 없음,"CNW/ - FPX Nickel Corp. (TSXV: FPX) (OTCQB: FPOCF) (""FPX"" or the ""Company"") is pleased to announce results from the preliminary feasibility study (""PFS"")..."
New Caledonia’s nickel sector faces energy crunch,https://islandsbusiness.com/2023/new-caledonia-nickel/,2023. 9. 7.,날짜 없음,Macron's recent visit to New Caledonia highlighted the strategic importance of the vast reserves of nickel in the French Pacific dependency.
Bindura Nickel Corporation (BNC) post significant revenue drop,https://www.chronicle.co.zw/bindura-nickel-corporation-bnc-post-significant-revenue-drop/,2023. 9. 7.,날짜 없음,"Bindura Nickel Corporation (BNC) posted a significant drop in revenue of US$49,5 million in the year ended 31 March 2023 compared to US$74,2 million in the..."
Bindura Nickel Corporation Limited (BIND.vx) 2023 Annual Report,https://africanfinancials.com/document/vx-bind-2023-ar-00/,2023. 9. 8.,날짜 없음,Bindura Nickel Corporation Limited (BIND.vx) listed on the Victoria Falls Stock Exchange under the Mining sector has released its 2023 annual report.
Iron ore spend to buoy development capital in 2024 against overall decline,https://www.spglobal.com/market-intelligence/en/news-insights/research/iron-ore-spend-to-buoy-development-capital-in-2024-against-overall-decline,2023. 9. 7.,날짜 없음,"Total capital expenditure is forecast to drop approximately $1.26 billion in 2024, with all sectors except iron ore and palladium subject to spending cuts."
Vale Base Metals to invest $10 billion in Indonesia over next decade,https://www.mining.com/web/vale-base-metals-to-invest-10-billion-in-indonesia-over-next-decade/,2023. 9. 7.,날짜 없음,Vale Base Metals is committing $10 billion for investment in Indonesia over the next decade to capture demand for metals such as nickel and copper for electric...
"Enervenue to mass produce newest ‘30,000 cycle’ metal-hydrogen batteries in Kentucky",https://www.energy-storage.news/enervenue-to-mass-produce-newest-30000-cycle-metal-hydrogen-batteries-in-kentucky/,2023. 9. 8.,날짜 없음,The newest metal-hydrogen 'vessel' from US startup Enervenue has “even more advantages over lithium-ion for stationary storage applications”.
Scaling Up U.S. Electric Vehicle Production: Opportunities & Challenges,https://economics.td.com/us-scaling-up-electric-vehicle-production,2023. 9. 7.,날짜 없음,EV sales would need to grow roughly tenfold by 2030 to hit the administration's EV sales target of 50%.
