제목,링크,출처,날짜,설명
"Cuba sees nickel output topping 50,000 tonnes",https://auto.economictimes.indiatimes.com/news/auto-components/cuba-sees-nickel-output-topping-50000-tonnes/67092583,2018. 12. 14.,날짜 없음,Cuba Nickel Reserve: The country was ranked 10th in world nickel production in 2017 and fifth in cobalt.
Oil Prices Plummet 7% on Fears of a Glut (Published 2018),https://www.nytimes.com/2018/12/18/business/energy-environment/oil-prices.html,2018. 12. 18.,날짜 없음,Higher production than expected in Russia and the United States suggest that an OPEC deal to reduce supply might not do enough to stabilize prices.
"Soviet ruble of 1958 nears $10,000",https://www.numismaticnews.net/world-coins/soviet-ruble-of-1958-nears-10000,2018. 12. 17.,날짜 없음,"In late November, Australia's Sydney-based Noble Numismatics sold a cupro-nickel USSR ruble of 1958 (KM-134) for $9486 [AUD13,147]."
How Efficient Is a Solar Barn?,https://www.agriculture.com/technology/how-efficient-is-a-solar-barn,2018. 12. 17.,날짜 없음,"The 27-kilowatt solar system was intended to provide the electric power consumed by the barn's ventilation fans, natural gas heaters, lights, feed-auger motors..."
This startup is on a mission to make home renovations easier,https://archive.curbed.com/2018/12/13/18138007/how-to-renovate-bathroom-block-packages,2018. 12. 13.,날짜 없음,"While home renovations are exciting transformations, they're also a daunting process, often plagued with cost overruns and taking longer than expected."
"This Metal Is Worth More Than Gold, and It Scrubs Your Car’s Exhaust (Published 2018)",https://www.nytimes.com/2018/12/13/business/palladium-worth-more-than-gold.html,2018. 12. 13.,날짜 없음,"Palladium, a silvery-white metal used in cars and sometimes jewelry, has topped gold in commodities trading for the last three days."
Manufacturing electroless nickel plating: The safety challenges involved,https://www.shponline.co.uk/manufacturing/manufacturing-electroless-nickel-plating-the-safety-challenges-involved/,2018. 12. 20.,날짜 없음,"With over 40 years' experience specialising in the electroless nickel plating process, NiTEC has developed a comprehensive range of metal finishing..."
"The War on Cars Is Real, and It's Being Led by Cities",https://www.caranddriver.com/features/a25634960/the-war-on-cars/,2018. 12. 26.,날짜 없음,"In a response to heavy traffic congestion and high emissions levels, cities like Seattle want to push you out of vehicle ownership."
Canada Post says stamp prices to go up mid-January,https://globalnews.ca/news/4793387/canada-post-stamp-prices-increase/,2018. 12. 24.,날짜 없음,"OTTAWA – Unless you really hurry, sending a letter to Santa for next Christmas will cost you a nickel more. Starting Jan. 14, Canada Post says the cost for..."
"Low, low, low! Falling gas prices bring merry Christmas",https://www.cjonline.com/story/news/local/2018/12/23/low-low-low-falling-gas-prices-bring-merry-christmas-for-kansas-motorists/6565832007/,2018. 12. 23.,날짜 없음,Brian Egbert and his family were on a cross-country holiday trip from Ohio to Idaho when they stopped Saturday at a Topeka gas station to fill up their...
"Beta’s 2019 Xtrainer revealed with $7,499 MSRP",https://powersportsbusiness.com/top-stories/2018/12/20/betas-2019-xtrainer-revealed-with-7499-msrp/,2018. 12. 20.,날짜 없음,"The 2019 Beta Xtrainer returns to complete the Italian manufacturer's off road line-up. The Xtrainer has grown in popularity due to its easy-to-ride,"
Thrifty Nickel closes Longview office,https://www.news-journal.com/news/business/local/thrifty-nickel-closes-longview-office/article_345eb64c-03db-11e9-b97c-639d61120403.html,2018. 12. 19.,날짜 없음,"The Thrifty Nickel shopper permanently closed its Longview office Wednesday, according to a sign in the front door at 1705 Judson Road, Suite C."
Wild ride ahead for metals as Glencore warns on emptying sheds| Gulf Times,https://www.gulf-times.com/story/617195/wild-ride-ahead-for-metals-as-glencore-warns-on-emptying-sheds,2018. 12. 22.,날짜 없음,"The size of stockpiles that underpin London Metal Exchange contracts have fallen near the lowest in a decade, and traders could face a wild ride if the trend..."
UK firm strikes deal to take over Zim nickel producer BNC,https://www.thezimbabwemail.com/business/uk-firm-strikes-deal-to-take-over-zim-nickel-producer-bnc/,2018. 12. 20.,날짜 없음,"A UK-based mining firm is to buy a controlling stake in Bindura Nickel Corporation (BNC), the country's largest nickel producer said in a statement on..."
17 Weird Things About Coney Island We Didn't Know (8 We Didn't Want To),https://www.thetravel.com/weird-things-about-coney-island/,2018. 12. 25.,날짜 없음,"Coney Island has been weird since it's inception. From 1900 “disaster dramas” to sideshows of premature infants, keep reading to see how Coney Island has..."
This Natural Resource Sector Looks “Golden” for 2019,https://banyanhill.com/natural-resource-sector-to-watch-2019/,2018. 12. 24.,날짜 없음,"As 2018 ends, the natural resource sectors finish the year with a whimper. Oil, copper, gold, silver, platinum and nickel all fell in price since January 1."
"Zimplats pockets $13,6m in export incentive",https://www.chronicle.co.zw/zimplats-pockets-136m-in-export-incentive/,2018. 12. 27.,날짜 없음,"The country's largest platinum miner, Zimplats has this year generated $13,6 million in export incentives, reflecting a marginal decrease of 2,9 percent from..."
