제목,날짜,요약,이벤트,score,reason,topic,count,mean,std
Trump Hits China With Stiff Trade Measures (Published 2018),2018. 3. 22.,"President Trump put China squarely in his cross hairs on Thursday, imposing tariffs on as much as $60 billion worth of Chinese goods.","On March 22, 2018, President Trump imposed significant trade measures targeting China, specifically implementing tariffs on up to $60 billion worth of Chinese goods, marking a pivotal moment in US-China trade relations.",0,"The imposition of tariffs by President Trump on Chinese goods could lead to reduced trade between the US and China, potentially impacting China's industrial output and, consequently, its nickel consumption. However, the direct impact on global nickel prices may be limited as the tariffs primarily affect trade dynamics rather than immediate supply chain disruptions or consumption levels. The event does not significantly escalate the existing supply chain crisis or alter demand drastically, leading to a minimal impact on nickel prices relative to other more severe events.  
Score: 0",0,1593,0.5059635907093534,3.104765479807317
"Mekong: more dams, more damage",2018. 3. 28.,"A total of 11 mainstream dams and 120 dams on tributaries are planned, which scientists warn will imperil the already fragile river system.","On March 28, 2018, scientists raised alarms regarding the environmental impact of dam construction on the Mekong River, highlighting plans for 11 mainstream dams and 120 additional dams on tributaries. They cautioned that these developments could further jeopardize the already vulnerable river ecosystem.",0,"The event regarding dam construction on the Mekong River primarily concerns environmental impacts and does not directly relate to China's nickel consumption or demand. While it may have long-term implications for regional ecosystems, it is unlikely to cause immediate disruptions in nickel supply or demand, especially in the context of a disaster event in China. Therefore, its impact on global nickel prices is minimal.  
Score: 0",11,18,0.5555555555555556,1.9165600993392
China’s Anti-pollution Clampdown,2018. 3. 30.,The Chinese government has conducted a series of environmental inspections of production companies. These inspections have typically led to short-term closures.,"On March 30, 2018, the Chinese government intensified its anti-pollution efforts by conducting a series of environmental inspections across various production companies. This clampdown often resulted in short-term factory closures as the government aimed to enforce stricter environmental regulations.",5,"The intensified anti-pollution efforts leading to factory closures would likely reduce nickel production in China, a major consumer of nickel, thereby decreasing supply. This could create upward pressure on global nickel prices, especially if the closures are prolonged. However, the impact may be somewhat mitigated by the potential for other countries to increase their nickel production to fill the gap. Overall, the event has a significant but not extreme impact on the global nickel market.  
Score: +5",-1,799,0.29411764705882354,2.943895249371937
"In Sparing Consumers Tariff Burden, Trump Hit Manufacturing (Published 2018)",2018. 4. 4.,"If the tariffs stand, along with China's retaliatory moves, they could damage industries that have relied on a global supply chain for their recovery.","There are no specific events related to ""China disaster"" reflected in your provided title and summary. However, if you have actual news data with specific titles and summaries focusing on a particular date, please share that information, and I can help extract the main events for you.",0,"Without specific events related to the ""China disaster,"" it is challenging to assess the impact on nickel prices. However, if we consider the general context of disasters in China, they often lead to supply chain disruptions and reduced consumption, which can affect nickel prices. Given the lack of specific details, the impact is minimal.  
Score: 0",0,1593,0.5059635907093534,3.104765479807317
Russia sanctions throw global aluminum supply chain into chaos,2018. 4. 17.,"Alumina prices have already rocketed, jumping by more than a quarter in the last week and heading for a record high.","On April 17, 2018, Russia's imposition of sanctions significantly disrupted the global aluminum supply chain, causing alumina prices to soar over 25% within a week, nearing record highs.",0,"The sanctions imposed by Russia primarily affected the aluminum supply chain, which is distinct from nickel. While there may be some indirect effects on nickel prices due to overall market volatility and supply chain concerns, the direct impact on nickel consumption and demand from China is minimal. Therefore, this event does not significantly alter the dynamics of nickel pricing in the context of the China disaster.  
Score: 0",0,1593,0.5059635907093534,3.104765479807317
Trade wars: what do they mean for the global economy?,2018. 5. 2.,"Trade tensions are rising between the US and China, with both sides having announced tariffs on certain imports from the other.","On May 2, 2018, trade tensions escalated between the US and China, leading both countries to announce tariffs on specific imports from each other. This development in the ongoing trade war has significant implications for the global economy, particularly affecting industries reliant on trade between the two nations.",0,"The trade tensions between the US and China could lead to reduced trade volumes and increased costs for industries reliant on nickel, particularly if tariffs affect the import/export dynamics. However, the direct impact on nickel prices may be limited compared to more immediate supply chain disruptions or crises. Therefore, while there is some impact, it is not as severe as other events that directly affect supply or demand for nickel. 

Score: 0",0,1593,0.5059635907093534,3.104765479807317
"Monsoon: 55,000 Rohingya refugee children at risk in Cox's Bazar",2018. 5. 2.,"Unicef has estimated that more than 100000 people including approximately 55000 children, mostly Rohingyas, are at risk due to floods and landslides in...","On May 2, 2018, UNICEF reported that over 100,000 people, including approximately 55,000 Rohingya children, in Cox's Bazar, Bangladesh, are at risk due to impending floods and landslides caused by the monsoon season.",0,"The event in Bangladesh primarily concerns humanitarian issues and does not directly impact China's nickel consumption or the global nickel market. While it may have some indirect effects on global supply chains, it is unlikely to significantly alter nickel demand or supply dynamics. Therefore, the impact on nickel prices is minimal.  
Score: 0",-1,799,0.29411764705882354,2.943895249371937
Sponge Cities: China’s $300 billion investment plan for green stormwater infrastructure,2018. 5. 7.,"SHENZEN, China, ImpactAlpha – When spring and summer rains hit the densely populated urban village of Gangxia near the center of Shenzhen, narrow streets...","On May 7, 2018, China announced a significant $300 billion investment plan aimed at developing green stormwater infrastructure in urban areas, particularly under the initiative of creating ""Sponge Cities."" This plan is designed to enhance urban resilience against heavy spring and summer rains, as seen in densely populated regions like Gangxia, Shenzhen.",0,"The investment in green stormwater infrastructure, while significant for urban development and resilience, does not directly correlate with an immediate increase in nickel consumption or demand. The project may require some nickel for construction materials, but it is unlikely to have a substantial impact on global nickel prices compared to other events that directly disrupt supply chains or significantly alter demand dynamics. Therefore, the impact is minimal.  
Score: 0",-1,799,0.29411764705882354,2.943895249371937
The Power of Love,2018. 5. 11.,"Zhou Xin's wedding was delayed for two years because of an 8.0-magnitude earthquake that killed nearly 70,000 people in Wenchuan, southwest China's Sichuan...","On May 11, 2018, a significant event was noted involving Zhou Xin's wedding, which was postponed for two years due to an 8.0-magnitude earthquake that had devastating effects, resulting in the deaths of nearly 70,000 individuals in Wenchuan, located in southwest China's Sichuan province.",0,"The earthquake in Wenchuan, while tragic, does not have a direct and significant impact on nickel consumption or imports in China, as it occurred in 2018 and is not linked to ongoing supply chain issues or current demand for nickel. The event is more of a humanitarian crisis rather than an economic one affecting the nickel market. Therefore, it has minimal impact on global nickel prices relative to other events in this category.  
Score: 0",5,32,-0.3125,1.2296734420949118
China floods to hit US economy: climate effects through trade chains,2018. 5. 28.,"A new study warns that without further adaptation, economic flood damages in China could increase by 80% within the next 20 years. The effects might also...","On May 28, 2018, a new study was released indicating that economic flood damages in China could rise by 80% over the next 20 years if further adaptations are not made. The study highlights the broader impact of these potential disasters, suggesting that the floods in China could negatively affect the US economy through disrupted trade chains.",0,"The study indicates a significant potential increase in economic flood damages in China, which could lead to disruptions in trade chains and affect nickel consumption. However, the impact is more long-term and speculative rather than immediate, suggesting a moderate concern rather than a direct and urgent crisis. This would likely have a limited effect on global nickel prices compared to more immediate and severe events. 

Score: 0",0,1593,0.5059635907093534,3.104765479807317
Climate-Related Flooding May Quickly Disrupt Global Trade Chains,2018. 5. 28.,"Intensifying river floods caused by global warming may hamper national economies worldwide, and effects might propagate through global trade and supply...","On May 28, 2018, a report highlighted that intensifying river flooding, driven by global warming, could significantly disrupt global trade chains, potentially hampering national economies across the world. The analysis emphasized the cascading effects that such climate-related disasters could have on international supply lines and economic stability.",0,"The report on river flooding emphasizes the potential for significant disruptions to global trade chains, which could impact China's nickel consumption and imports. However, it does not directly link to immediate supply chain issues or specific demand changes for nickel. The broader implications of climate-related disasters may create long-term concerns, but the immediate impact on nickel prices is less pronounced compared to more direct events like lockdowns or geopolitical conflicts. Therefore, the score reflects a moderate concern without immediate drastic effects on nickel prices.  
Score: 0",0,1593,0.5059635907093534,3.104765479807317
Climate change in China to impact the U.S. economy,2018. 5. 28.,The unbalanced trade relations between the United States and China puts the US economy at risk when climate change-induced regional flooding interrupts...,"On May 28, 2018, concerns were raised regarding the impact of climate change in China on the U.S. economy. The unbalanced trade relations between the two countries pose risks as regional flooding, induced by climate change, has the potential to disrupt economic activities.",0,"The event highlights potential disruptions in economic activities due to climate change and flooding in China, which could affect nickel consumption and imports. However, the direct link to nickel prices is less pronounced compared to more immediate supply chain crises or geopolitical tensions. Therefore, while there may be some impact, it is minimal relative to other significant events affecting nickel prices.  
Score: 0",0,1593,0.5059635907093534,3.104765479807317
Localized Natural Disasters Can Hurt an Entire Country’s Economy,2018. 6. 8.,"When natural disasters strike, they can have large-scale implications for a nation's economy beyond the immediate affected region.","On June 8, 2018, experts highlighted that localized natural disasters could significantly impact a country's overall economy, suggesting that such events might extend their effects beyond the regions directly affected.",0,"The event highlights the potential for localized natural disasters to affect the broader economy, which could lead to disruptions in nickel supply and consumption in China. However, without specific details on the severity or scale of the disaster, the impact on nickel prices is likely to be minimal compared to more significant events that directly disrupt supply chains or consumption patterns. Therefore, the score reflects a limited impact on global nickel prices.  
Score: 0",0,1593,0.5059635907093534,3.104765479807317
3 ways volcanoes in Hawaii and Guatemala will disrupt supply chains,2018. 6. 14.,"Lava and volcanic ash from Kilauea and Fuego are wreaking havoc on local farms and infrastructure, but the economic effects are just beginning.","On June 14, 2018, volcanic eruptions from Kilauea in Hawaii and Fuego in Guatemala caused significant disruptions to local agriculture and infrastructure. The resulting lava flows and volcanic ash are expected to have far-reaching economic impacts, affecting supply chains in the region.",0,"The volcanic eruptions in Hawaii and Guatemala primarily affect local agriculture and infrastructure, with limited direct impact on China's nickel consumption or global nickel demand. While there may be some indirect effects on supply chains, they are not significant enough to influence the global nickel market in the context of the China disaster event. Therefore, the impact on nickel prices is minimal.  
Score: 0",0,1593,0.5059635907093534,3.104765479807317
