제목,날짜,요약,이벤트,score,reason,topic,count,mean,std
"As landlessness, land grabbing intensifies, so does agrarian unrest",2018. 6. 11.,"In response to state neglect, farmers have launched land occupations of haciendas and idle lands, conducted massive mobilizations nationwide, and expanded mass...","On June 11, 2018, significant agrarian unrest occurred in the Philippines. In response to increasing landlessness and land grabbing, farmers initiated land occupations of haciendas and idle lands across the country. They also engaged in massive nationwide mobilizations to voice their concerns, highlighting the intensifying struggles over land rights.",0,"The agrarian unrest primarily focuses on land rights and does not directly impact nickel mining operations or production. While it reflects broader social issues, it is unlikely to affect nickel supply or demand significantly. Therefore, the event has minimal impact on global nickel prices.  
Score: 0",1,127,0.07874015748031496,0.8873565094161138
People’s SONA unites opposition in ‘true’ state of the nation,2018. 7. 23.,"MANILA, Philippines – Establishing a strong front against President Rodrigo Duterte, opposition groups staged a grand protest outside the St. Peter Parish...","On July 23, 2018, opposition groups in the Philippines united to stage a grand protest outside the St. Peter Parish, aiming to present a 'true' state of the nation in response to President Rodrigo Duterte's governance. This event highlighted the ongoing political tensions and opposition against the Duterte administration.",0,"The protest against President Duterte's governance reflects ongoing political tensions but does not directly impact nickel production or mining operations. While it may indicate instability, it is unlikely to lead to immediate changes in nickel supply or demand. Therefore, the impact on global nickel prices is minimal.  
Score: 0",1,127,0.07874015748031496,0.8873565094161138
How President Duterte Sparked an Uprising of Filipina Women,2018. 7. 23.,"As Philippine President Rodrigo Duterte gave his third State of the Nation Address on Monday, women took to the streets.","On July 23, 2018, significant events unfolded in the Philippines as President Rodrigo Duterte delivered his third State of the Nation Address. This occasion prompted a large number of Filipina women to protest in the streets, marking a notable uprising in response to the president's policies and rhetoric.",0,"The protest by Filipina women in response to President Duterte's policies does not directly impact nickel production or mining operations in the Philippines. While it reflects social unrest, it is unlikely to lead to immediate changes in mining regulations or output, thus having minimal effect on global nickel prices. 

Score: 0",0,208,0.9855769230769231,2.772324170811184
"Ahead of Peace Deal, an Island in the Philippines Braces for War",2018. 7. 27.,The southern Philippine island of Mindanao is on the verge of a hard-won peace deal but civilians fear the rise of ISIS-linked extremists could spoil the...,"On July 27, 2018, significant events occurred in the Philippines as the southern island of Mindanao prepared for a potential peace deal. However, local civilians expressed concerns about the threat posed by ISIS-linked extremists, who could jeopardize the progress towards peace in the region.",0,"The event primarily concerns local security issues and potential peace negotiations, which do not directly impact nickel production or exports. While instability can affect investor confidence, the specific threat from ISIS-linked extremists does not have a direct correlation with nickel supply or demand. Therefore, the impact on global nickel prices is minimal.  
Score: 0",1,127,0.07874015748031496,0.8873565094161138
Winning the Peace,2018. 7. 30.,"Bayanihan, the Philippine Internal Peace and Security Plan, fosters collaboration among civil, government and military communities to combat insurgent.","On July 30, 2018, a significant event related to peace efforts in the Philippines was highlighted through the article titled ""Winning the Peace."" The piece discusses the Bayanihan initiative, which is the Philippine Internal Peace and Security Plan. This program aims to enhance collaboration among civil, government, and military communities to effectively combat insurgency within the nation.",0,"The Bayanihan initiative focuses on internal peace and security, which may contribute to a more stable environment for mining operations in the long term. However, it does not directly impact nickel production or legislative actions affecting mining practices. Therefore, the event has minimal or no immediate impact on nickel prices relative to other significant events in this category.  
Score: 0",0,208,0.9855769230769231,2.772324170811184
‘Bangsamoro’ Is The New Autonomous Muslim Region In Philippines,2018. 7. 28.,The move is aimed at settling the unrest among Muslims.,"On July 28, 2018, a significant development occurred in the Philippines with the establishment of the new autonomous Muslim region known as 'Bangsamoro.' This initiative was aimed at addressing and settling the ongoing unrest among the Muslim population in the country, marking a pivotal step towards peace and autonomy in the region.",0,"The establishment of the Bangsamoro autonomous region is primarily a political and social development aimed at peace and autonomy, which does not directly impact nickel production or mining activities. While it may contribute to a more stable environment in the long term, it does not have immediate implications for nickel supply or demand. Therefore, the impact on global nickel prices is minimal.  
Score: 0",2,8,0.0,0.0
Duterte's Drug War And The Human Cost Of Facebook's Rise In The Philippines,2018. 9. 4.,A handful of crude images began circulating widely throughout Facebook's Filipino community: a middle-aged man and woman having clumsy sex atop a tacky floral...,"On September 4, 2018, an article titled ""Duterte's Drug War And The Human Cost Of Facebook's Rise In The Philippines"" discussed the impact of the Philippines' drug war and the prevalence of graphic content shared on social media platforms like Facebook. The piece highlighted the disturbing circulation of explicit images within the Filipino community, drawing attention to the human cost associated with both the ongoing violence related to the drug war and the rise of social media in the country.",0,"The event discussed does not directly relate to mining activities or nickel production, nor does it indicate any legislative changes or significant disruptions to the nickel supply chain. Therefore, it is unlikely to have any meaningful impact on global nickel prices. 

Score: 0",1,127,0.07874015748031496,0.8873565094161138
"There is no split in Philippine military, says defense chief",2018. 9. 11.,"Officers and men and women of the armed forces might differ in opinion, “but cannot expect them to make unusual activities over political issues...","On September 11, 2018, the Philippine defense chief addressed concerns regarding unity within the military, stating that while there may be differing opinions among officers and personnel, the armed forces would not engage in unusual activities related to political issues. This reassured the public about the stability and cohesiveness of the military amid ongoing discussions around wars and conflicts in the region.",0,"The event primarily addresses internal military cohesion and does not directly impact mining operations or regulations related to nickel production. As such, it is unlikely to have any significant effect on nickel prices, either through supply or demand channels. The reassurance about military stability may contribute to a general sense of security, but it does not alter the dynamics of nickel production or market perceptions significantly. 

Score: 0",1,127,0.07874015748031496,0.8873565094161138
Duterte Dares Military Officers to Rebel Amid Standoff Over Senator’s Arrest (Published 2018),2018. 9. 11.,President Rodrigo Duterte of the Philippines on Tuesday challenged military veterans and serving officers who oppose him to mount a rebellion.,"On September 11, 2018, President Rodrigo Duterte of the Philippines publicly challenged military veterans and active-duty officers who opposed his leadership to consider mounting a rebellion amid tensions surrounding the arrest of a senator.",0,"The event primarily involves political tensions and potential instability within the Philippines, which could create uncertainty in the mining sector. However, it does not directly relate to mining operations or environmental legislation that would significantly impact nickel production or exports. Therefore, the impact on global nickel prices is minimal.  
Score: 0",0,208,0.9855769230769231,2.772324170811184
Philippines: Muslims vote on autonomy,2019. 1. 21.,A Muslim minority in the southern Philippines is voting in a referendum on the establishment of an autonomous region. The poll is aimed at ending decades of...,"On January 21, 2019, a significant event occurred in the Philippines where the Muslim minority in the southern region voted in a referendum to establish an autonomous region. This vote was a crucial step towards ending decades of conflict and aimed to enhance self-governance for the Muslim population in the area.",0,"The establishment of an autonomous region for the Muslim minority in the southern Philippines may lead to increased stability in the region, potentially reducing conflict and allowing for more consistent mining operations. However, this event does not directly impact nickel production or legislative actions regarding mining practices. Therefore, its effect on global nickel prices is minimal.  
Score: 0",0,208,0.9855769230769231,2.772324170811184
Filipino Muslims vote in referendum on new autonomous region after decades of unrest,2019. 1. 21.,Muslims in the southern Philippines are voting in a referendum on a new autonomous region that seeks to end nearly half a century of unrest.,"On January 21, 2019, Filipino Muslims participated in a referendum aimed at establishing a new autonomous region in the southern Philippines. This vote is a significant step towards addressing nearly fifty years of unrest in the region, as it seeks to provide greater self-governance and autonomy to the Muslim population.",0,"The referendum for greater autonomy in the southern Philippines may lead to a more stable political environment, which could positively influence mining operations in the region. However, the event itself does not directly impact nickel production or legislative actions regarding mining practices. Therefore, its effect on global nickel prices is minimal.  
Score: 0",0,208,0.9855769230769231,2.772324170811184
Muslims in Philippines approve new autonomous region in referendum,2019. 1. 25.,Muslim-majority provinces in a fiercely Catholic nation win autonomy after decades of violent fighting transitions into representative democracy.,"On January 25, 2019, a significant event occurred when Muslim-majority provinces in the Philippines voted to approve a new autonomous region in a referendum. This decision followed decades of violent conflict, as the region transitioned towards a representative democracy.",0,"The establishment of a new autonomous region in Muslim-majority provinces may lead to increased stability in the area, potentially reducing conflict and allowing for more consistent mining operations. However, the direct impact on nickel production and exports is likely minimal, as the event does not specifically address mining regulations or operations. Therefore, the overall effect on global nickel prices is expected to be negligible.  
Score: 0",1,127,0.07874015748031496,0.8873565094161138
10 Conflicts to Worry About in 2019,2019. 2. 1.,Posted: 1 February 2019 | Category: Analysis. Authors: Roudabeh Kishi; Melissa Pavlik; Hilary Matfess; Andrea Carboni; Tom Hart; Elliott Bynum;...,"On February 1, 2019, an analysis was published identifying ten conflicts around the world to be concerned about in 2019. The report, authored by Roudabeh Kishi and a team of analysts, likely included discussions on various ongoing wars and conflicts, including potential highlights regarding the situation in the Philippines, a significant producer of nickel.",0,"The publication of an analysis identifying conflicts, including the situation in the Philippines, does not directly impact nickel production or demand. It raises awareness but lacks immediate legislative or operational consequences that would affect nickel prices. Therefore, it has minimal impact on the global nickel market.  
Score: 0",0,208,0.9855769230769231,2.772324170811184
Is Mindanao referendum a recipe for peace?,2019. 2. 5.,Nearly three-quarters of people in Mindanao voted in favor of more autonomy to end decades of unrest there. More areas are now preparing to vote.,"On February 5, 2019, a significant event occurred in Mindanao, Philippines, where nearly three-quarters of the population voted in favor of increased autonomy. This decision was seen as a potential solution to end decades of unrest in the region. Following this referendum, additional areas in Mindanao were preparing to hold similar votes to determine their stance on autonomy.",0,"The vote for increased autonomy in Mindanao may lead to a more stable political environment, which could positively influence mining operations and nickel production in the region. However, the direct impact on nickel prices is likely minimal compared to significant legislative actions or indigenous victories against mining companies. Therefore, the event has a neutral to slightly positive effect on the global nickel price.  
Score: 0",0,208,0.9855769230769231,2.772324170811184
A Philippine tribe that defeated a dam prepares to fight its reincarnation,2019. 11. 5.,The Dumagat-Remontado indigenous group has ancestral domain claims in an area where the Philippine government plans to build a dam to supply water to Metro...,"On November 5, 2019, the Dumagat-Remontado indigenous group prepared to contest the government's plans to construct a dam in their ancestral domain. This follows their previous success in opposing a dam project and highlights their ongoing efforts to protect their land and resources amidst governmental and industrial developments.",0,"The event highlights the ongoing struggle of indigenous groups against government and industrial projects, which could lead to increased scrutiny and potential delays in mining operations. However, it does not directly impact nickel production or legislative actions that would significantly alter mining practices. Therefore, the impact on global nickel prices is minimal.  
Score: 0",1,127,0.07874015748031496,0.8873565094161138
Journalist murders unpunished in the Philippines,2019. 11. 1.,"The Philippines as the country with the most unsolved murders of journalists, with perpetrators of 41 killings over the past 10 years yet to be served justice.","On November 1, 2019, a significant event highlighted the ongoing issue of journalist safety in the Philippines. A report titled ""Journalist murders unpunished in the Philippines"" detailed the alarming statistic that the Philippines holds the highest number of unsolved murders of journalists. The report emphasized that, over the past 10 years, perpetrators of 41 killings of journalists had not been brought to justice, underscoring the pressing concerns regarding press freedom and the protection of media professionals in the country.",0,"The event regarding journalist safety in the Philippines does not directly relate to mining activities or nickel production. While it highlights significant social issues, it is unlikely to impact nickel supply or demand, nor does it affect market perceptions regarding nickel prices. Therefore, it has minimal or no impact on nickel prices relative to other events in this category.  
Score: 0",0,208,0.9855769230769231,2.772324170811184
Philippine Guerrillas Kill at Least 6 Soldiers in Bombing (Published 2019),2019. 11. 12.,"Six Philippine soldiers were killed and 23 others wounded, the military said on Tuesday, when a platoon checking on reports of an infiltration by communist...","On November 12, 2019, a tragic event occurred in the Philippines when guerrillas carried out a bombing that resulted in the deaths of at least six soldiers. Additionally, 23 others were reported injured as a military platoon was responding to reports of an infiltration by communist forces. This incident highlights the ongoing conflicts in the region.",0,"The bombing incident primarily affects the security situation in the Philippines, which could lead to increased instability in the region. However, it does not directly impact nickel production or legislative actions regarding mining. The event may create a perception of risk for investors, but it is unlikely to have a significant effect on nickel prices compared to more direct actions like legislative changes or major victories for indigenous rights. Therefore, the impact on nickel prices is minimal.  
Score: 0",0,208,0.9855769230769231,2.772324170811184
Anti-Duterte Philippine street artists detained,2019. 12. 2.,"Four artists from Philippine street art collective Panday Sining have been arrested, reports the Philippine Daily Inquirer.","On December 2, 2019, a significant event occurred in the Philippines involving the arrest of four artists from the street art collective Panday Sining. These artists were detained in a move that drew attention towards the ongoing political tensions and conflicts in the country, particularly related to anti-Duterte sentiments. The information was reported by the Philippine Daily Inquirer.",0,"The arrest of artists related to political tensions does not directly impact nickel production or exports, nor does it significantly alter global demand for nickel. The event is more of a socio-political issue rather than one that affects the mining industry or market dynamics for nickel. Therefore, it has minimal or no impact on nickel prices.  
Score: 0",1,127,0.07874015748031496,0.8873565094161138
"Philippine government plans to repatriate 1,000 citizens from Lebanon",2019. 12. 6.,The Philippines will be the first country to repatriate citizens due to political unrest in Lebanon.,"On December 6, 2019, the Philippine government announced plans to repatriate 1,000 citizens from Lebanon in response to the political unrest in the country, making the Philippines the first nation to take such action.",0,"The event of repatriating citizens from Lebanon due to political unrest does not directly impact nickel production, demand, or market dynamics in the Philippines. It is a humanitarian action that is unlikely to influence the global nickel market or prices significantly. Therefore, it has minimal or no impact on nickel prices relative to other events in this category.  
Score: 0",0,208,0.9855769230769231,2.772324170811184
Is Philippine politics a clownery of accountability?,2019. 12. 13.,"At the age of 16, I have already killed someone. A person. It was a rumble. I stabbed him. We just looked at each other. What more now that I'm President.","On December 13, 2019, a significant event was highlighted in Philippine news regarding the political landscape of the country. An article titled ""Is Philippine politics a clownery of accountability?"" featured a controversial statement from a political figure who revealed a personal history of violence, claiming to have killed someone at the age of 16 during a conflict. This statement raised questions about accountability and the seriousness of leadership in the Philippines, suggesting a deeper exploration of the impact of such experiences on political behavior and governance.",0,"The event discussed does not directly relate to mining activities or environmental policies affecting nickel production. It focuses on political commentary and accountability, which is unlikely to influence nickel supply or demand significantly. Therefore, it has minimal impact on global nickel prices.  
Score: 0",1,127,0.07874015748031496,0.8873565094161138
Friends Malaysia and Philippines Share One of Asia’s Most Dangerous Seas,2019. 3. 13.,Malaysian Prime Minister Mahathir bin Mohamad visited the Philippine president last week and discussed maritime terrorism.,"On March 13, 2019, Malaysian Prime Minister Mahathir bin Mohamad visited the Philippine president to discuss issues related to maritime terrorism in one of Asia's most dangerous seas. This visit highlights the ongoing concerns about security and conflicts in the region, particularly regarding the threats posed by maritime terrorism.",0,"The visit of the Malaysian Prime Minister to discuss maritime terrorism does not directly impact nickel production or mining operations in the Philippines. While it highlights regional security concerns, it does not lead to any immediate changes in legislation or mining activities that would affect nickel supply or demand. Therefore, the impact on global nickel prices is minimal.  
Score: 0",0,208,0.9855769230769231,2.772324170811184
True colors: A closer look at poll 'hotspots',2019. 3. 29.,"MANILA -- It is that time again when Filipinos choose their next leaders. In the Philippines, the election season, which happens every three years, spells a...","On March 29, 2019, in the Philippines, the election season commenced as Filipinos prepared to select their next leaders. The news highlighted the significance of this period, noting that it occurs every three years and often designates certain areas as 'hotspots' for political activity.",0,"The commencement of the election season in the Philippines is unlikely to have a direct impact on nickel production or exports, nor does it significantly alter global demand for nickel. While political stability can influence market perceptions, the event itself does not present a significant change in the mining landscape or environmental regulations that would affect nickel prices. Therefore, it has minimal impact relative to other events in this category.  
Score: 0",0,208,0.9855769230769231,2.772324170811184
Filipino activists call for an international day of outrage against massacre of farmers,2019. 4. 9.,Activists in the Philippines have called for an international day of outrage on April 10 against the massacre of 14 farmers in the southern island of Negros on...,"On April 9, 2019, Filipino activists announced plans for an international day of outrage to protest the massacre of 14 farmers in Negros, a southern island in the Philippines. This call to action highlights ongoing tensions and violence affecting farmers in the region, drawing attention to issues related to wars and conflicts in the country.",0,"The event highlights ongoing tensions and violence affecting farmers, but it does not directly relate to mining operations or nickel production. While it may raise awareness of broader social issues, it is unlikely to have a significant impact on nickel supply or demand, especially compared to more direct legislative actions or rulings affecting mining companies. Therefore, the impact on global nickel prices is minimal.  
Score: 0",1,127,0.07874015748031496,0.8873565094161138
A battle for the millennial vote: The Philippine midterms,2019. 4. 10.,It's the Filipino youth that will determine whether President Rodrigo Duterte will be backed by the Senate – if they show up in the polls on May 13.,"On April 10, 2019, the focus was on the upcoming Philippine midterm elections, particularly the influence of the millennial vote. With President Rodrigo Duterte’s support in the Senate at stake, the turnout of young voters was highlighted as a crucial factor for the election results scheduled for May 13.",0,"The event discussed is primarily political and does not directly relate to mining activities or conflicts affecting nickel production. As such, it is unlikely to have any significant impact on nickel prices.  
Score: 0",1,127,0.07874015748031496,0.8873565094161138
"For U.S. Commandos in the Philippines, a Water Pump Is a New Weapon Against ISIS (Published 2019)",2019. 4. 27.,A water pump is linked to the defeat of the Islamic State's self-proclaimed caliphate in Iraq and Syria and the Pentagon's race to stop the group's...,"On April 27, 2019, a significant event in the context of wars and conflicts in the Philippines was reported, highlighting the use of a water pump as a strategic tool by U.S. commandos. This weapon was associated with efforts to combat the Islamic State (ISIS), drawing parallels to its prior use in defeating the group's caliphate in Iraq and Syria. The event underscores the ongoing military collaboration between the U.S. and the Philippines in addressing threats posed by ISIS.",0,"The event primarily focuses on military collaboration against ISIS and does not directly impact nickel production, exports, or demand. It is unlikely to influence global nickel prices significantly, as it does not relate to mining operations or environmental regulations affecting the nickel industry. Therefore, the impact is minimal.  
Score: 0",1,127,0.07874015748031496,0.8873565094161138
Bloody Violence Haunts Philippine Sugar Plantations in Negros,2019. 5. 30.,A look at the context for conflict surrounding Negros' all-important sugar industry.,"On May 30, 2019, significant violence was reported in the Philippine sugar plantations located in Negros, highlighting ongoing conflicts within this critical industry. The news explored the underlying issues contributing to the turmoil surrounding the sugar production in the region.",0,"The violence reported in the sugar plantations does not directly relate to nickel production or mining activities. While it highlights ongoing conflicts in the Philippines, it is unlikely to have a significant impact on nickel supply or demand, as the sugar industry is separate from nickel mining. Therefore, the event has minimal relevance to global nickel prices.  
Score: 0",0,208,0.9855769230769231,2.772324170811184
"800,000 rights abuses recorded in 2 years of Martial Law in Mindanao — rights group",2019. 5. 25.,Groups stage Black Friday Protest on the second anniversary of martial law in Mindanao. (Photo by John Aaron Mark Macaraeg / Bulatlat).,"On May 25, 2019, significant events included the recording of 800,000 rights abuses over two years of Martial Law in Mindanao, as reported by a rights group. To mark the second anniversary of this law, various groups staged a Black Friday Protest, highlighting ongoing concerns about human rights violations in the region.",0,"The reported human rights abuses and protests in Mindanao indicate ongoing instability, but they do not directly impact nickel production or legislative actions regarding mining. The event is more focused on human rights rather than mining operations, leading to minimal or no direct effect on nickel prices. 

Score: 0",0,208,0.9855769230769231,2.772324170811184
Defeating the Philippine’s Communist Rebellion,2019. 6. 3.,Five decades of insurgency and terrorism in the Philippines has presented a socio-political dilemma for both the government and the general public.,"On June 3, 2019, a significant event centered around the ongoing struggle against the Communist rebellion in the Philippines. The conflict, which has persisted for over five decades, posed considerable socio-political challenges for both the government and the public as they navigated issues of insurgency and terrorism in the country.",0,"The ongoing conflict related to the Communist rebellion in the Philippines does not directly impact nickel production or legislative actions regarding mining. While it poses socio-political challenges, it is unlikely to significantly affect the supply or demand dynamics of nickel in the global market. Therefore, the impact on nickel prices is minimal.  
Score: 0",0,208,0.9855769230769231,2.772324170811184
"In the Philippines, a Youth Movement Stands Between Duterte and Dictatorship",2019. 6. 10.,Student activists call for justice for victims of extrajudicial killings at the hands of President Duterte's regime.,"On June 10, 2019, a significant event occurred in the Philippines where student activists rallied against President Duterte's regime. They called for justice for the victims of extrajudicial killings, highlighting the concerns over potential dictatorship under Duterte's leadership. This youth movement emphasized the struggle for human rights amidst ongoing tensions related to government actions in the country.",0,"The event primarily focuses on human rights issues and political activism rather than directly impacting mining operations or nickel production. While it reflects ongoing tensions in the country, it does not have a significant effect on nickel supply or demand, nor does it alter market perceptions regarding nickel prices. Therefore, the impact on global nickel prices is minimal.  
Score: 0",1,127,0.07874015748031496,0.8873565094161138
CPP-NPA and the Duterte Administration: Realpolitik in Insurgency and Terrorism,2019. 6. 24.,"For the Communist Party of the Philippines and its armed wing, the National People's Army, strategic positioning is key to spreading influence.","On June 24, 2019, significant discussions surrounding the Communist Party of the Philippines (CPP) and its armed group, the National People's Army (NPA), were highlighted. The news emphasized the role of strategic positioning in the CPP-NPA's efforts to expand their influence within the context of ongoing insurgency and terrorism issues.",0,"The discussions surrounding the CPP and NPA primarily focus on insurgency and terrorism issues, which do not directly impact nickel production or mining operations in the Philippines. While ongoing conflict can create a general atmosphere of instability, this specific event does not indicate any immediate changes to mining activities or regulations that would significantly affect nickel supply or demand. Therefore, the impact on global nickel prices is minimal.  
Score: 0",0,208,0.9855769230769231,2.772324170811184
